ID,Espacialidades,UF,Gini1991,Gini2000,Gini2010
430610,Cruz Alta,RS,0.59,0.59,0.53
430613,Cruzaltense,RS,0.48,0.53,0.45
230425,Cruz,CE,0.42,0.58,0.58
290980,Cruz das Almas,BA,0.6,0.58,0.55
250490,Cruz do Espirito Santo,PB,0.46,0.51,0.43
312070,Cruzeiro da Fortaleza,MG,0.46,0.53,0.59
410657,Cruzeiro do Iguacu,PR,0.55,0.52,0.51
410660,Cruzeiro do Oeste,PR,0.56,0.57,0.43
120020,Cruzeiro do Sul,AC,0.57,0.62,0.64
410670,Cruzeiro do Sul,PR,0.45,0.46,0.42
430620,Cruzeiro do Sul,RS,0.44,0.43,0.41
351340,Cruzeiro,SP,0.53,0.55,0.53
240300,Cruzeta,RN,0.51,0.62,0.42
312080,Cruzilia,MG,0.58,0.54,0.49
410680,Cruz Machado,PR,0.56,0.58,0.54
410685,Cruzmaltina,PR,0.47,0.52,0.38
351350,Cubatao,SP,0.43,0.47,0.45
250500,Cubati,PB,0.49,0.51,0.48
510340,Cuiaba,MT,0.59,0.63,0.59
250523,Cuite de Mamanguape,PB,0.51,0.54,0.48
250520,Cuitegi,PB,0.41,0.53,0.49
250510,Cuite,PB,0.5,0.57,0.51
110094,Cujubim,RO,0.52,0.61,0.52
520660,Cumari,GO,0.52,0.57,0.58
150276,Cumaru do Norte,PA,0.64,0.63,0.64
260490,Cumaru,PE,0.57,0.64,0.5
280190,Cumbe,SE,0.48,0.44,0.49
420470,Cunha Pora,SC,0.56,0.53,0.38
351360,Cunha,SP,0.58,0.54,0.54
420475,Cunhatai,SC,0.38,0.51,0.46
312083,Cuparaque,MG,0.53,0.48,0.46
260500,Cupira,PE,0.53,0.56,0.49
290990,Curaca,BA,0.54,0.55,0.51
220320,Curimata,PI,0.64,0.75,0.55
150277,Curionopolis,PA,0.59,0.59,0.54
420480,Curitibanos,SC,0.55,0.56,0.51
410690,Curitiba,PR,0.55,0.59,0.55
410700,Curiuva,PR,0.53,0.51,0.45
240310,Currais Novos,RN,0.61,0.58,0.58
220323,Currais,PI,0.56,0.51,0.51
250527,Curral de Cima,PB,0.83,0.5,0.52
312087,Curral de Dentro,MG,0.53,0.54,0.52
150280,Curralinho,PA,0.54,0.51,0.57
220325,Curralinhos,PI,0.6,0.56,0.53
220327,Curral Novo do Piaui,PI,0.57,0.7,0.58
250530,Curral Velho,PB,0.55,0.53,0.59
150285,Curua,PA,0.43,0.57,0.6
150290,Curuca,PA,0.55,0.72,0.56
210370,Cururupu,MA,0.45,0.58,0.58
510343,Curvelandia,MT,0.48,0.53,0.47
312090,Curvelo,MG,0.58,0.55,0.52
260510,Custodia,PE,0.55,0.6,0.53
160021,Cutias,AP,0.4,0.58,0.61
520670,Damianopolis,GO,0.5,0.48,0.55
250535,Damiao,PB,0.51,0.59,0.49
520680,Damolandia,GO,0.54,0.44,0.47
170650,Darcinopolis,TO,0.46,0.46,0.51
291000,Dario Meira,BA,0.45,0.49,0.54
312100,Datas,MG,0.53,0.56,0.42
430630,David Canabarro,RS,0.56,0.48,0.44
520690,Davinopolis,GO,0.41,0.46,0.4
210375,Davinopolis,MA,0.44,0.46,0.45
312110,Delfim Moreira,MG,0.62,0.56,0.45
312120,Delfinopolis,MG,0.48,0.48,0.47
270240,Delmiro Gouveia,AL,0.52,0.58,0.52
312125,Delta,MG,0.34,0.43,0.38
220330,Demerval Lobao,PI,0.53,0.55,0.48
510345,Denise,MT,0.45,0.55,0.42
500345,Deodapolis,MS,0.55,0.59,0.45
230426,Deputado Irapuan Pinheiro,CE,0.6,0.59,0.5
430632,Derrubadas,RS,0.51,0.59,0.55
351370,Descalvado,SP,0.51,0.54,0.45
420490,Descanso,SC,0.55,0.49,0.43
312130,Descoberto,MG,0.46,0.5,0.41
312140,Desterro de Entre Rios,MG,0.54,0.58,0.41
312150,Desterro do Melo,MG,0.57,0.62,0.46
250540,Desterro,PB,0.6,0.55,0.54
430635,Dezesseis de Novembro,RS,0.55,0.5,0.48
351380,Diadema,SP,0.42,0.46,0.43
410715,Diamante D'Oeste,PR,0.51,0.54,0.5
410710,Diamante do Norte,PR,0.52,0.55,0.44
410712,Diamante do Sul,PR,0.56,0.66,0.45
250560,Diamante,PB,0.45,0.58,0.55
312160,Diamantina,MG,0.58,0.61,0.57
510350,Diamantino,MT,0.66,0.65,0.47
170700,Dianopolis,TO,0.54,0.59,0.57
291005,Dias D'Avila,BA,0.55,0.53,0.5
430637,Dilermando de Aguiar,RS,0.49,0.76,0.58
312170,Diogo de Vasconcelos,MG,0.52,0.56,0.5
420500,Dionisio Cerqueira,SC,0.63,0.61,0.53
312180,Dionisio,MG,0.56,0.5,0.45
520710,Diorama,GO,0.4,0.56,0.4
351385,Dirce Reis,SP,0.58,0.45,0.37
220335,Dirceu Arcoverde,PI,0.54,0.53,0.52
280200,Divina Pastora,SE,0.47,0.42,0.4
312190,Divinesia,MG,0.54,0.51,0.4
312210,Divino das Laranjeiras,MG,0.55,0.65,0.44
320180,Divino de Sao Lourenco,ES,0.45,0.39,0.51
312220,Divinolandia de Minas,MG,0.45,0.59,0.43
351390,Divinolandia,SP,0.53,0.5,0.48
312200,Divino,MG,0.59,0.5,0.52
520830,Divinopolis de Goias,GO,0.63,0.53,0.57
170710,Divinopolis do Tocantins,TO,0.56,0.52,0.64
312230,Divinopolis,MG,0.54,0.53,0.47
312235,Divisa Alegre,MG,0.35,0.53,0.5
312240,Divisa Nova,MG,0.71,0.44,0.39
312245,Divisopolis,MG,0.46,0.5,0.45
351400,Dobrada,SP,0.38,0.44,0.38
351410,Dois Corregos,SP,0.5,0.51,0.46
430642,Dois Irmaos das Missoes,RS,0.7,0.63,0.5
500348,Dois Irmaos do Buriti,MS,0.53,0.59,0.58
170720,Dois Irmaos do Tocantins,TO,0.53,0.57,0.56
430640,Dois Irmaos,RS,0.4,0.39,0.38
430645,Dois Lajeados,RS,0.68,0.49,0.34
270250,Dois Riachos,AL,0.41,0.54,0.55
410720,Dois Vizinhos,PR,0.53,0.53,0.47
351420,Dolcinopolis,SP,0.36,0.48,0.36
510360,Dom Aquino,MT,0.49,0.52,0.51
291010,Dom Basilio,BA,0.53,0.47,0.46
312247,Dom Bosco,MG,0.53,0.53,0.42
312250,Dom Cavati,MG,0.62,0.57,0.44
150293,Dom Eliseu,PA,0.55,0.65,0.52
220340,Dom Expedito Lopes,PI,0.53,0.67,0.52
430650,Dom Feliciano,RS,0.53,0.48,0.48
320190,Domingos Martins,ES,0.55,0.57,0.48
220342,Domingos Mourao,PI,0.52,0.58,0.56
220345,Dom Inocencio,PI,0.42,0.53,0.54
312260,Dom Joaquim,MG,0.54,0.59,0.52
291020,Dom Macedo Costa,BA,0.55,0.48,0.55
430660,Dom Pedrito,RS,0.59,0.61,0.54
430655,Dom Pedro de Alcantara,RS,0.52,0.46,0.43
210380,Dom Pedro,MA,0.61,0.58,0.48
312270,Dom Silverio,MG,0.5,0.55,0.42
312280,Dom Vicoso,MG,0.5,0.42,0.41
420510,Dona Emma,SC,0.49,0.62,0.46
312290,Dona Eusebia,MG,0.47,0.49,0.41
430670,Dona Francisca,RS,0.56,0.51,0.46
250570,Dona Ines,PB,0.58,0.61,0.54
312300,Dores de Campos,MG,0.57,0.47,0.4
312310,Dores de Guanhaes,MG,0.57,0.54,0.49
312320,Dores do Indaia,MG,0.64,0.55,0.47
320200,Dores do Rio Preto,ES,0.62,0.53,0.49
312330,Dores do Turvo,MG,0.52,0.61,0.46
312340,Doresopolis,MG,0.37,0.33,0.39
260515,Dormentes,PE,0.44,0.57,0.47
500350,Douradina,MS,0.61,0.65,0.61
410725,Douradina,PR,0.54,0.53,0.43
312350,Douradoquara,MG,0.52,0.44,0.49
500370,Dourados,MS,0.58,0.61,0.52
351430,Dourado,SP,0.52,0.46,0.37
410730,Doutor Camargo,PR,0.51,0.51,0.39
430673,Doutor Mauricio Cardoso,RS,0.54,0.44,0.47
420515,Doutor Pedrinho,SC,0.43,0.4,0.34
430675,Doutor Ricardo,RS,0.41,0.47,0.38
240320,Doutor Severiano,RN,0.55,0.64,0.49
412863,Doutor Ulysses,PR,0.49,0.54,0.49
520725,Doverlandia,GO,0.54,0.55,0.45
351440,Dracena,SP,0.52,0.59,0.44
351450,Duartina,SP,0.56,0.5,0.43
330160,Duas Barras,RJ,0.5,0.51,0.44
250580,Duas Estradas,PB,0.46,0.55,0.51
170730,Duere,TO,0.5,0.56,0.56
351460,Dumont,SP,0.45,0.48,0.39
210390,Duque Bacelar,MA,0.49,0.57,0.6
330170,Duque de Caxias,RJ,0.47,0.5,0.46
312352,Durande,MG,0.49,0.54,0.43
351470,Echapora,SP,0.59,0.52,0.53
320210,Ecoporanga,ES,0.62,0.61,0.49
520735,Edealina,GO,0.53,0.57,0.5
520740,Edeia,GO,0.61,0.59,0.53
130140,Eirunepe,AM,0.58,0.64,0.62
150295,Eldorado dos Carajas,PA,0.55,0.68,0.57
430676,Eldorado do Sul,RS,0.54,0.54,0.46
500375,Eldorado,MS,0.57,0.52,0.49
351480,Eldorado,SP,0.63,0.6,0.49
220350,Elesbao Veloso,PI,0.55,0.49,0.48
351490,Elias Fausto,SP,0.55,0.5,0.42
220360,Eliseu Martins,PI,0.53,0.55,0.57
351492,Elisiario,SP,0.37,0.37,0.33
291030,Elisio Medrado,BA,0.5,0.52,0.5
312360,Eloi Mendes,MG,0.56,0.53,0.46
250590,Emas,PB,0.53,0.62,0.46
351495,Embauba,SP,0.38,0.48,0.36
351510,Embu-Guacu,SP,0.47,0.53,0.5
351500,Embu,SP,0.49,0.45,0.45
351512,Emilianopolis,SP,0.43,0.76,0.38
430680,Encantado,RS,0.49,0.51,0.42
240330,Encanto,RN,0.59,0.5,0.47
291040,Encruzilhada,BA,0.51,0.45,0.49
430690,Encruzilhada do Sul,RS,0.6,0.58,0.52
410740,Eneas Marques,PR,0.66,0.62,0.6
410750,Engenheiro Beltrao,PR,0.51,0.59,0.43
312370,Engenheiro Caldas,MG,0.56,0.53,0.49
351515,Engenheiro Coelho,SP,0.48,0.51,0.45
312380,Engenheiro Navarro,MG,0.55,0.44,0.43
330180,Engenheiro Paulo de Frontin,RJ,0.52,0.51,0.45
430692,Engenho Velho,RS,0.72,0.49,0.55
312385,Entre Folhas,MG,0.54,0.44,0.47
430693,Entre-Ijuis,RS,0.59,0.52,0.47
291050,Entre Rios,BA,0.53,0.59,0.6
312390,Entre Rios de Minas,MG,0.57,0.56,0.5
410753,Entre Rios do Oeste,PR,0.73,0.5,0.5
430695,Entre Rios do Sul,RS,0.64,0.67,0.45
420517,Entre Rios,SC,0.52,0.63,0.44
130150,Envira,AM,0.53,0.63,0.64
120025,Epitaciolandia,AC,0.58,0.57,0.6
240340,Equador,RN,0.47,0.47,0.5
430697,Erebango,RS,0.44,0.46,0.47
430700,Erechim,RS,0.55,0.52,0.48
230427,Erere,CE,0.68,0.55,0.46
290050,Erico Cardoso,BA,0.54,0.6,0.49
420519,Ermo,SC,0.64,0.47,0.4
430705,Ernestina,RS,0.56,0.54,0.43
430720,Erval Grande,RS,0.68,0.63,0.5
312400,Ervalia,MG,0.57,0.67,0.46
430730,Erval Seco,RS,0.6,0.57,0.52
420520,Erval Velho,SC,0.54,0.49,0.47
260520,Escada,PE,0.51,0.51,0.46
430740,Esmeralda,RS,0.53,0.53,0.45
312410,Esmeraldas,MG,0.52,0.59,0.43
312420,Espera Feliz,MG,0.57,0.48,0.5
430745,Esperanca do Sul,RS,0.55,0.48,0.43
410752,Esperanca Nova,PR,0.46,0.43,0.39
250600,Esperanca,PB,0.57,0.57,0.54
220370,Esperantina,PI,0.59,0.58,0.51
170740,Esperantina,TO,0.5,0.68,0.55
210400,Esperantinopolis,MA,0.51,0.59,0.59
410754,Espigao Alto do Iguacu,PR,0.5,0.67,0.57
110009,Espigao D'Oeste,RO,0.63,0.63,0.52
312430,Espinosa,MG,0.52,0.58,0.45
312440,Espirito Santo do Dourado,MG,0.43,0.42,0.37
351518,Espirito Santo do Pinhal,SP,0.52,0.48,0.57
351519,Espirito Santo do Turvo,SP,0.44,0.46,0.38
240350,Espirito Santo,RN,0.46,0.57,0.54
291060,Esplanada,BA,0.59,0.61,0.57
430750,Espumoso,RS,0.7,0.56,0.49
430755,Estacao,RS,0.52,0.5,0.46
280210,Estancia,SE,0.55,0.59,0.52
430760,Estancia Velha,RS,0.45,0.45,0.42
430770,Esteio,RS,0.48,0.49,0.48
355730,Estiva Gerbi,SP,0.43,0.4,0.41
312450,Estiva,MG,0.47,0.51,0.39
210405,Estreito,MA,0.57,0.62,0.56
312460,Estrela Dalva,MG,0.7,0.68,0.59
270255,Estrela de Alagoas,AL,0.45,0.61,0.51
351520,Estrela D'Oeste,SP,0.56,0.48,0.39
312470,Estrela do Indaia,MG,0.62,0.51,0.46
520750,Estrela do Norte,GO,0.45,0.51,0.48
351530,Estrela do Norte,SP,0.42,0.53,0.43
312480,Estrela do Sul,MG,0.52,0.46,0.44
430780,Estrela,RS,0.46,0.46,0.42
430781,Estrela Velha,RS,0.49,0.65,0.49
291070,Euclides da Cunha,BA,0.49,0.58,0.55
351535,Euclides da Cunha Paulista,SP,0.5,0.5,0.45
430783,Eugenio de Castro,RS,0.61,0.58,0.5
312490,Eugenopolis,MG,0.55,0.6,0.44
291072,Eunapolis,BA,0.65,0.63,0.57
230428,Eusebio,CE,0.59,0.59,0.65
312500,Ewbank da Camara,MG,0.49,0.43,0.37
312510,Extrema,MG,0.52,0.49,0.4
240360,Extremoz,RN,0.47,0.55,0.54
260530,Exu,PE,0.56,0.63,0.57
250610,Fagundes,PB,0.55,0.58,0.52
430786,Fagundes Varela,RS,0.45,0.32,0.35
520753,Faina,GO,0.55,0.57,0.44
312520,Fama,MG,0.64,0.58,0.45
312530,Faria Lemos,MG,0.58,0.52,0.51
230430,Farias Brito,CE,0.61,0.57,0.54
410755,Farol,PR,0.53,0.61,0.49
150300,Faro,PA,0.44,0.54,0.56
430790,Farroupilha,RS,0.46,0.47,0.43
220375,Fartura do Piaui,PI,0.43,0.59,0.52
351540,Fartura,SP,0.55,0.54,0.43
291075,Fatima,BA,0.53,0.55,0.53
500380,Fatima do Sul,MS,0.6,0.57,0.52
170755,Fatima,TO,0.55,0.65,0.56
420530,Faxinal dos Guedes,SC,0.56,0.61,0.49
430800,Faxinal do Soturno,RS,0.54,0.5,0.47
410760,Faxinal,PR,0.64,0.6,0.48
430805,Faxinalzinho,RS,0.58,0.59,0.43
520760,Fazenda Nova,GO,0.51,0.51,0.45
410765,Fazenda Rio Grande,PR,0.49,0.43,0.46
430807,Fazenda Vilanova,RS,0.53,0.5,0.44
120030,Feijo,AC,0.55,0.68,0.68
291077,Feira da Mata,BA,0.68,0.59,0.54
291080,Feira de Santana,BA,0.61,0.61,0.6
270260,Feira Grande,AL,0.4,0.59,0.53
210407,Feira Nova do Maranhao,MA,0.49,0.57,0.62
260540,Feira Nova,PE,0.47,0.54,0.48
280220,Feira Nova,SE,0.41,0.48,0.47
312540,Felicio dos Santos,MG,0.54,0.54,0.46
240370,Felipe Guerra,RN,0.57,0.5,0.48
312560,Felisburgo,MG,0.61,0.55,0.51
312570,Felixlandia,MG,0.59,0.55,0.45
270270,Feliz Deserto,AL,0.43,0.43,0.49
510370,Feliz Natal,MT,0.68,0.61,0.46
430810,Feliz,RS,0.56,0.42,0.37
410770,Fenix,PR,0.5,0.49,0.43
410773,Fernandes Pinheiro,PR,0.59,0.61,0.54
312580,Fernandes Tourinho,MG,0.54,0.49,0.42
260545,Fernando de Noronha,PE,0.36,0.5,0.46
210408,Fernando Falcao,MA,0.6,0.56,0.55
240375,Fernando Pedroza,RN,0.48,0.58,0.55
351550,Fernandopolis,SP,0.54,0.54,0.49
351560,Fernando Prestes,SP,0.43,0.48,0.41
351565,Fernao,SP,0.39,0.58,0.4
351570,Ferraz de Vasconcelos,SP,0.46,0.46,0.43
160023,Ferreira Gomes,AP,0.56,0.5,0.6
260550,Ferreiros,PE,0.54,0.53,0.5
312590,Ferros,MG,0.62,0.53,0.52
312595,Fervedouro,MG,0.49,0.54,0.48
500390,Figueirao,MS,0.53,0.48,0.44
410775,Figueira,PR,0.52,0.53,0.44
510380,Figueiropolis D'Oeste,MT,0.57,0.59,0.42
170765,Figueiropolis,TO,0.52,0.54,0.52
291085,Filadelfia,BA,0.47,0.54,0.57
170770,Filadelfia,TO,0.63,0.6,0.54
291090,Firmino Alves,BA,0.59,0.56,0.43
520780,Firminopolis,GO,0.6,0.54,0.42
270280,Flexeiras,AL,0.37,0.5,0.47
410780,Florai,PR,0.5,0.48,0.43
240380,Florania,RN,0.54,0.52,0.49
351580,Flora Rica,SP,0.61,0.46,0.4
410785,Flor da Serra do Sul,PR,0.53,0.53,0.46
420535,Flor do Sertao,SC,0.51,0.57,0.48
351590,Floreal,SP,0.48,0.5,0.37
430820,Flores da Cunha,RS,0.47,0.46,0.44
520790,Flores de Goias,GO,0.57,0.64,0.63
220380,Flores do Piaui,PI,0.64,0.51,0.57
260560,Flores,PE,0.57,0.55,0.5
291100,Floresta Azul,BA,0.54,0.53,0.45
150304,Floresta do Araguaia,PA,0.44,0.57,0.62
220385,Floresta do Piaui,PI,0.43,0.49,0.51
312600,Florestal,MG,0.56,0.48,0.48
260570,Floresta,PE,0.56,0.62,0.52
410790,Floresta,PR,0.53,0.46,0.36
410800,Florestopolis,PR,0.45,0.4,0.34
430825,Floriano Peixoto,RS,0.47,0.51,0.44
220390,Floriano,PI,0.61,0.6,0.55
420540,Florianopolis,SC,0.55,0.56,0.54
351600,Florida Paulista,SP,0.49,0.51,0.41
410810,Florida,PR,0.49,0.44,0.39
351610,Florinia,SP,0.46,0.44,0.46
130160,Fonte Boa,AM,0.47,0.64,0.62
430830,Fontoura Xavier,RS,0.55,0.54,0.53
312610,Formiga,MG,0.59,0.53,0.48
430840,Formigueiro,RS,0.7,0.54,0.51
210409,Formosa da Serra Negra,MA,0.48,0.8,0.63
410820,Formosa do Oeste,PR,0.58,0.5,0.41
291110,Formosa do Rio Preto,BA,0.74,0.8,0.6
420543,Formosa do Sul,SC,0.55,0.66,0.42
520800,Formosa,GO,0.65,0.61,0.56
170820,Formoso do Araguaia,TO,0.56,0.61,0.52
520810,Formoso,GO,0.57,0.61,0.55
312620,Formoso,MG,0.6,0.72,0.54
430843,Forquetinha,RS,0.54,0.35,0.38
230435,Forquilha,CE,0.48,0.58,0.45
420545,Forquilhinha,SC,0.45,0.52,0.46
230440,Fortaleza,CE,0.64,0.64,0.61
312630,Fortaleza de Minas,MG,0.53,0.45,0.42
210410,Fortaleza dos Nogueiras,MA,0.65,0.63,0.53
430845,Fortaleza dos Valos,RS,0.77,0.66,0.62
170825,Fortaleza do Tabocao,TO,0.53,0.67,0.46
230445,Fortim,CE,0.45,0.65,0.51
312640,Fortuna de Minas,MG,0.48,0.51,0.41
210420,Fortuna,MA,0.51,0.63,0.56
410830,Foz do Iguacu,PR,0.57,0.57,0.53
410845,Foz do Jordao,PR,0.41,0.58,0.54
420550,Fraiburgo,SC,0.49,0.56,0.48
351620,Franca,SP,0.46,0.51,0.46
220400,Francinopolis,PI,0.46,0.62,0.56
410832,Francisco Alves,PR,0.53,0.44,0.41
220410,Francisco Ayres,PI,0.76,0.53,0.52
312650,Francisco Badaro,MG,0.45,0.48,0.46
410840,Francisco Beltrao,PR,0.58,0.57,0.47
240390,Francisco Dantas,RN,0.44,0.52,0.5
312660,Francisco Dumont,MG,0.52,0.53,0.45
220415,Francisco Macedo,PI,0.4,0.55,0.5
351630,Francisco Morato,SP,0.44,0.45,0.4
312675,Franciscopolis,MG,0.57,0.48,0.51
312670,Francisco Sa,MG,0.51,0.54,0.53
220420,Francisco Santos,PI,0.5,0.48,0.51
351640,Franco da Rocha,SP,0.44,0.46,0.44
230450,Frecheirinha,CE,0.55,0.62,0.53
430850,Frederico Westphalen,RS,0.6,0.54,0.47
312680,Frei Gaspar,MG,0.54,0.53,0.43
312690,Frei Inocencio,MG,0.62,0.56,0.46
312695,Frei Lagonegro,MG,0.47,0.5,0.5
250620,Frei Martinho,PB,0.51,0.51,0.57
260580,Frei Miguelinho,PE,0.49,0.55,0.46
280230,Frei Paulo,SE,0.59,0.62,0.48
420555,Frei Rogerio,SC,0.49,0.52,0.51
312705,Fronteira dos Vales,MG,0.47,0.54,0.46
312700,Fronteira,MG,0.48,0.5,0.43
220430,Fronteiras,PI,0.62,0.59,0.56
312707,Fruta de Leite,MG,0.45,0.64,0.47
312710,Frutal,MG,0.56,0.56,0.47
240400,Frutuoso Gomes,RN,0.63,0.5,0.47
320220,Fundao,ES,0.58,0.54,0.49
312720,Funilandia,MG,0.64,0.58,0.46
351650,Gabriel Monteiro,SP,0.56,0.41,0.37
250625,Gado Bravo,PB,0.46,0.54,0.56
351660,Galia,SP,0.58,0.54,0.42
312730,Galileia,MG,0.61,0.53,0.49
240410,Galinhos,RN,0.44,0.61,0.57
420560,Galvao,SC,0.5,0.62,0.45
520815,Gameleira de Goias,GO,0.39,0.73,0.54
260590,Gameleira,PE,0.56,0.52,0.46
312733,Gameleiras,MG,0.5,0.51,0.5
291120,Gandu,BA,0.65,0.67,0.59
260600,Garanhuns,PE,0.6,0.6,0.59
280240,Gararu,SE,0.52,0.61,0.61
351670,Garca,SP,0.57,0.53,0.5
430860,Garibaldi,RS,0.51,0.48,0.51
420570,Garopaba,SC,0.48,0.49,0.45
150307,Garrafao do Norte,PA,0.45,0.59,0.55
430865,Garruchos,RS,0.48,0.54,0.52
420580,Garuva,SC,0.56,0.56,0.44
420590,Gaspar,SC,0.41,0.46,0.37
351680,Gastao Vidigal,SP,0.53,0.55,0.42
510385,Gaucha do Norte,MT,0.43,0.57,0.67
430870,Gaurama,RS,0.52,0.53,0.43
291125,Gaviao,BA,0.55,0.49,0.4
351685,Gaviao Peixoto,SP,0.43,0.46,0.35
220435,Geminiano,PI,0.44,0.55,0.46
430880,General Camara,RS,0.57,0.52,0.49
510390,General Carneiro,MT,0.55,0.61,0.59
410850,General Carneiro,PR,0.55,0.54,0.48
280250,General Maynard,SE,0.44,0.51,0.54
351690,General Salgado,SP,0.51,0.55,0.45
230460,General Sampaio,CE,0.56,0.62,0.51
430885,Gentil,RS,0.51,0.47,0.43
291130,Gentio do Ouro,BA,0.7,0.59,0.52
351700,Getulina,SP,0.54,0.55,0.45
430890,Getulio Vargas,RS,0.54,0.52,0.45
220440,Gilbues,PI,0.54,0.67,0.68
270290,Girau do Ponciano,AL,0.54,0.6,0.58
430900,Girua,RS,0.61,0.59,0.53
312735,Glaucilandia,MG,0.43,0.49,0.43
351710,Glicerio,SP,0.41,0.52,0.52
291140,Gloria,BA,0.5,0.61,0.51
500400,Gloria de Dourados,MS,0.52,0.55,0.46
510395,Gloria D'Oeste,MT,0.4,0.68,0.48
260610,Gloria do Goita,PE,0.51,0.52,0.52
430905,Glorinha,RS,0.52,0.52,0.41
210430,Godofredo Viana,MA,0.49,0.58,0.5
410855,Godoy Moreira,PR,0.43,0.6,0.44
312737,Goiabeira,MG,0.53,0.47,0.47
312738,Goiana,MG,0.45,0.5,0.47
260620,Goiana,PE,0.55,0.56,0.54
520840,Goianapolis,GO,0.57,0.45,0.52
520850,Goiandira,GO,0.55,0.51,0.43
150309,Goianesia do Para,PA,0.51,0.6,0.54
520860,Goianesia,GO,0.52,0.53,0.47
520870,Goiania,GO,0.57,0.61,0.58
240420,Goianinha,RN,0.52,0.61,0.55
520880,Goianira,GO,0.44,0.47,0.39
170830,Goianorte,TO,0.64,0.57,0.54
520890,Goias,GO,0.57,0.52,0.52
170900,Goiatins,TO,0.54,0.73,0.61
520910,Goiatuba,GO,0.56,0.65,0.5
410860,Goioere,PR,0.57,0.57,0.48
410865,Goioxim,PR,0.61,0.63,0.49
210440,Goncalves Dias,MA,0.67,0.46,0.59
312740,Goncalves,MG,0.54,0.49,0.45
291150,Gongogi,BA,0.5,0.5,0.47
312750,Gonzaga,MG,0.42,0.54,0.5
312760,Gouveia,MG,0.52,0.55,0.45
520915,Gouvelandia,GO,0.62,0.51,0.44
210450,Governador Archer,MA,0.6,0.5,0.55
420600,Governador Celso Ramos,SC,0.42,0.44,0.43
240430,Governador Dix-Sept Rosado,RN,0.48,0.54,0.49
210455,Governador Edison Lobao,MA,0.53,0.53,0.46
210460,Governador Eugenio Barros,MA,0.55,0.53,0.58
110100,Governador Jorge Teixeira,RO,0.7,0.57,0.55
320225,Governador Lindenberg,ES,0.51,0.47,0.45
210462,Governador Luiz Rocha,MA,0.39,0.48,0.55
291160,Governador Mangabeira,BA,0.54,0.54,0.54
210465,Governador Newton Bello,MA,0.41,0.54,0.52
210467,Governador Nunes Freire,MA,0.59,0.63,0.56
312770,Governador Valadares,MG,0.59,0.61,0.52
210470,Graca Aranha,MA,0.38,0.46,0.53
230465,Graca,CE,0.41,0.55,0.55
280260,Gracho Cardoso,SE,0.47,0.5,0.56
210480,Grajau,MA,0.59,0.58,0.61
430912,Gramado dos Loureiros,RS,0.44,0.52,0.5
430910,Gramado,RS,0.51,0.49,0.48
430915,Gramado Xavier,RS,0.42,0.74,0.54
410870,Grandes Rios,PR,0.67,0.5,0.45
260630,Granito,PE,0.49,0.61,0.54
230470,Granja,CE,0.52,0.58,0.62
230480,Granjeiro,CE,0.61,0.68,0.51
312780,Grao Mogol,MG,0.55,0.61,0.48
420610,Grao Para,SC,0.64,0.59,0.43
430920,Gravatai,RS,0.44,0.48,0.44
420620,Gravatal,SC,0.57,0.44,0.4
260640,Gravata,PE,0.51,0.55,0.53
230490,Groairas,CE,0.45,0.56,0.47
240440,Grossos,RN,0.44,0.5,0.49
312790,Grupiara,MG,0.46,0.43,0.4
430925,Guabiju,RS,0.58,0.4,0.55
420630,Guabiruba,SC,0.34,0.43,0.34
320230,Guacui,ES,0.63,0.59,0.52
220450,Guadalupe,PI,0.58,0.59,0.5
430930,Guaiba,RS,0.48,0.51,0.47
351720,Guaicara,SP,0.5,0.47,0.38
351730,Guaimbe,SP,0.6,0.54,0.4
410890,Guairaca,PR,0.51,0.5,0.45
410880,Guaira,PR,0.58,0.59,0.57
351740,Guaira,SP,0.48,0.52,0.53
230495,Guaiuba,CE,0.42,0.48,0.47
130165,Guajara,AM,0.48,0.64,0.74
110010,Guajara-Mirim,RO,0.6,0.6,0.54
291165,Guajeru,BA,0.57,0.49,0.46
240450,Guamare,RN,0.54,0.49,0.51
410895,Guamiranga,PR,0.49,0.5,0.46
291170,Guanambi,BA,0.62,0.64,0.55
312800,Guanhaes,MG,0.55,0.57,0.56
312810,Guape,MG,0.52,0.52,0.39
351750,Guapiacu,SP,0.42,0.52,0.41
351760,Guapiara,SP,0.56,0.69,0.55
330185,Guapimirim,RJ,0.55,0.54,0.5
410900,Guapirama,PR,0.47,0.5,0.46
520920,Guapo,GO,0.46,0.5,0.54
410910,Guaporema,PR,0.47,0.46,0.37
430940,Guapore,RS,0.47,0.48,0.42
250630,Guarabira,PB,0.57,0.52,0.53
351780,Guaracai,SP,0.63,0.51,0.42
230500,Guaraciaba do Norte,CE,0.56,0.57,0.51
312820,Guaraciaba,MG,0.52,0.64,0.48
420640,Guaraciaba,SC,0.51,0.47,0.47
312825,Guaraciama,MG,0.43,0.58,0.4
410920,Guaraci,PR,0.58,0.51,0.37
351790,Guaraci,SP,0.49,0.48,0.42
520929,Guaraita,GO,0.56,0.45,0.41
170930,Guarai,TO,0.56,0.55,0.61
230510,Guaramiranga,CE,0.44,0.48,0.47
420650,Guaramirim,SC,0.39,0.44,0.38
312830,Guaranesia,MG,0.48,0.54,0.41
410930,Guaraniacu,PR,0.61,0.62,0.54
430950,Guarani das Missoes,RS,0.52,0.52,0.42
520940,Guarani de Goias,GO,0.49,0.53,0.48
