codigo,Espacialidades,UF,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010
241250,Sao Miguel,RN,62.71,83.7,64.87,50.63,69.83,27.76
241255,Sao Miguel do Gostoso,RN,64.31,90.51,64.28,52.99,72.39,20
241260,Sao Paulo do Potengi,RN,65.41,82.15,65.1,49.72,69.63,27.8
241270,Sao Pedro,RN,65.41,50.97,69.32,34.55,72.62,21.69
241280,Sao Rafael,RN,63.87,67.85,65.89,46.66,72.19,20.6
241290,Sao Tome,RN,64.17,90.85,63.23,57.33,71.22,23.2
241300,Sao Vicente,RN,64.31,91.09,63.88,54.61,72.19,20.6
241310,Senador Eloi de Souza,RN,62.4,95.23,61.92,62.95,70.12,26.3
241320,Senador Georgino Avelino,RN,62.95,83.75,65.65,47.58,69.89,27
241330,Serra de Sao Bento,RN,65.07,70.17,67.15,42.04,69.46,28.3
241335,Serra do Mel,RN,61.56,89.98,63.4,56.59,71.35,22.8
241340,Serra Negra do Norte,RN,64.31,58.94,70.1,32.02,72.22,20.5
241350,Serrinha,RN,61.56,82.51,65.66,47.54,70.42,25.4
241355,Serrinha dos Pintos,RN,62,71.02,63.72,55.25,71.92,21.3
241360,Severiano Melo,RN,65.41,63.56,66.7,43.67,68.65,30.9
241370,Sitio Novo,RN,64.31,66.98,65.66,47.54,68.32,32
241380,Taboleiro Grande,RN,64.31,74.14,66.77,43.38,72.51,19.8
241390,Taipu,RN,60.79,91.09,63.4,56.59,71.68,21.9
241400,Tangara,RN,62.91,78.39,64.52,52,71.21,23.2
241410,Tenente Ananias,RN,62.95,79.48,64.27,53.02,71.73,21.8
241415,Tenente Laurentino Cruz,RN,61.56,100.84,60.78,68.12,69.21,29.1
241420,Tibau do Sul,RN,61.56,52.08,69.32,34.55,72.62,21.69
241430,Timbauba dos Batistas,RN,67.15,47.86,67.15,42.04,68.35,31.9
241440,Touros,RN,59.34,99.78,61,67.13,67.95,33.2
241445,Triunfo Potiguar,RN,65.41,95.23,61.52,64.74,68.81,30.4
241450,Umarizal,RN,67.04,67.85,64.1,53.71,72.49,19.8
241460,Upanema,RN,63.64,95.14,62.39,60.92,70.5,25.2
241470,Varzea,RN,65.73,70.24,66.7,43.67,71.28,23
241475,Venha-Ver,RN,65.41,90.51,61.53,64.69,68.31,32
241480,Vera Cruz,RN,59.34,93.56,62.47,60.54,69.12,29.4
241490,Vicosa,RN,61.56,76.47,63.91,54.49,69.81,27.2
241500,Vila Flor,RN,62.91,85.19,64.6,51.69,68.29,32.1
250010,Agua Branca,PB,63.72,102.39,61.35,55.93,67.72,34.9
250020,Aguiar,PB,64.17,90.38,62.13,52.82,70.17,26.9
250030,Alagoa Grande,PB,67.87,55.77,66.03,38.83,72.83,19.5
250040,Alagoa Nova,PB,64.29,87.45,63.24,48.6,69.93,27.6
250050,Alagoinha,PB,62.95,81.15,64.73,43.24,72.72,19.8
250053,Alcantil,PB,66.58,61.9,62.47,51.53,70.91,24.7
250057,Algodao de Jandaira,PB,62.95,85.52,61.71,54.49,69.93,27.6
250060,Alhandra,PB,62.91,91.78,63.41,47.95,71.69,22.5
250070,Sao Joao do Rio do Peixe,PB,63.87,84.07,64.36,44.55,71.94,21.8
250073,Amparo,PB,64.29,71.4,62.13,52.82,70.14,27
250077,Aparecida,PB,65.19,58.88,63.56,47.4,69.79,28
250080,Aracagi,PB,61.56,94.09,62.84,50.09,69.7,28.3
250090,Arara,PB,65.73,102.39,60.97,57.48,67.69,35
250100,Araruna,PB,65.73,94.38,62.12,52.88,70.45,26
250110,Areia,PB,59.34,58.07,63.56,47.4,70.34,26.3
250115,Areia de Baraunas,PB,61.56,108.94,60.47,59.52,65.81,42
250120,Areial,PB,65.07,88.62,63.93,46.06,71.75,22.3
250130,Aroeiras,PB,61.56,93.13,62.92,49.8,69.71,28.2
250135,Assuncao,PB,63.85,83.83,61.46,55.49,69.3,29.6
250140,Baia da Traicao,PB,66.58,79.41,61.4,55.7,68.84,31.1
250150,Bananeiras,PB,67.15,52.39,65.5,40.58,70.98,24.5
250153,Barauna,PB,59.34,74.29,60.66,58.76,68.05,33.7
250157,Barra de Santana,PB,66.58,81.15,62.12,52.88,69.81,28
250160,Barra de Santa Rosa,PB,62.91,93.18,63.41,47.95,70.2,26.8
250170,Barra de Sao Miguel,PB,64.17,100.13,60.43,59.7,68.7,31.5
250180,Bayeux,PB,62.95,50.27,66.93,35.92,71.73,22.4
250190,Belem,PB,62.91,59.46,63.15,48.92,70.55,25.7
250200,Belem do Brejo do Cruz,PB,62.44,81.15,64.64,43.55,71.72,22.4
250205,Bernardino Batista,PB,61.44,76.16,60.2,60.68,67.96,34
250210,Boa Ventura,PB,66.27,70.83,65.03,42.22,72.38,20.7
250215,Boa Vista,PB,62.44,50.27,68.11,32.31,72.73,21.33
250220,Bom Jesus,PB,65.69,86.6,64.64,43.55,70.72,25.2
250230,Bom Sucesso,PB,65.69,58.07,66.5,37.3,70.14,26.9
250240,Bonito de Santa Fe,PB,58.56,84.07,64.44,44.27,72.18,21.2
250250,Boqueirao,PB,61.44,81.15,63.51,47.59,70.79,25
250260,Igaracy,PB,66.27,71.96,64.44,44.27,72.65,20
250270,Borborema,PB,58.56,89.15,63.56,47.4,69.99,27.4
250280,Brejo do Cruz,PB,65.69,58.16,67.15,35.24,72.85,19.4
250290,Brejo dos Santos,PB,62.44,93.13,63.33,48.28,71.58,22.8
250300,Caapora,PB,66.27,91.78,62.49,51.45,70.41,26.2
250310,Cabaceiras,PB,65.69,70.31,66.06,38.73,70.54,25.8
250320,Cabedelo,PB,61.44,48.5,67.37,34.54,74.31,16
250330,Cachoeira dos Indios,PB,67.15,84.07,64.61,43.64,70.95,24.6
250340,Cacimba de Areia,PB,65.23,90.38,63.33,48.28,71.25,23.7
250350,Cacimba de Dentro,PB,64.87,79.96,64.36,44.55,71.59,22.8
250355,Cacimbas,PB,64.98,112.44,58.3,69.03,65.3,44
250360,Caicara,PB,61.53,96.09,61.47,55.44,68.96,30.6
250370,Cajazeiras,PB,62.32,44.47,68.02,32.57,73.87,17
250375,Cajazeirinhas,PB,68.56,81.15,64.36,44.55,71.35,23.4
250380,Caldas Brandao,PB,65.14,102.39,60.56,59.14,68.39,32.5
250390,Camalau,PB,65.66,71.4,63.24,48.6,71.18,23.9
250400,Campina Grande,PB,68,66.31,68.02,32.57,73.73,17.3
250403,Capim,PB,63.42,107.43,61,57.35,68.69,31.5
250407,Caraubas,PB,62.32,81.15,62.59,51.07,67.61,35.2
250410,Carrapateira,PB,65.68,58.88,63.24,48.6,70.91,24.7
250415,Casserengue,PB,66.41,94.58,61.33,55.99,68.81,31.1
250420,Catingueira,PB,61.53,83.27,62.13,52.82,70.17,26.8
250430,Catole do Rocha,PB,65.27,58.07,66.93,35.92,72.23,21
250435,Caturite,PB,69.62,87.45,64.44,44.27,71.91,21.9
250440,Conceicao,PB,69.56,70.83,65.03,42.22,70.23,26.7
250450,Condado,PB,69.62,64.53,64.64,43.55,71.16,24
250460,Conde,PB,63.26,62.49,65.5,40.58,72.84,19.5
250470,Congo,PB,62.51,50.66,66.5,37.3,68.85,31
250480,Coremas,PB,61.27,82.95,64.5,44.05,72.65,20
250485,Coxixola,PB,60.34,71.4,65.86,39.41,72.63,20
250490,Cruz do Espirito Santo,PB,61.11,86.6,64.73,43.24,71.66,22.6
250500,Cubati,PB,63.98,90.38,62.88,49.94,69.51,28.9
250510,Cuite,PB,63.8,94.09,62.92,49.8,70.96,24.5
250520,Cuitegi,PB,63.22,90.72,62.88,49.94,68.94,30.7
250523,Cuite de Mamanguape,PB,64.38,103.87,58.31,69.01,65.96,41.4
250527,Curral de Cima,PB,66.41,101.58,60.66,58.76,67.89,34.3
250530,Curral Velho,PB,65.05,70.83,63.15,48.92,69.36,29.4
250535,Damiao,PB,65.68,98.44,60.66,58.76,68.2,33.2
250540,Desterro,PB,65.68,101.58,61.13,56.8,68.43,32.4
250550,Vista Serrana,PB,63.71,61.59,63.56,47.4,71.35,23.4
250560,Diamante,PB,67.6,70.83,63.16,48.88,69.89,27.7
250570,Dona Ines,PB,61.64,74.29,60.16,60.83,66.41,39.7
250580,Duas Estradas,PB,66.1,81.15,64.73,43.24,72.72,19.8
250590,Emas,PB,66.41,87.45,64.36,44.55,71.38,23.4
250600,Esperanca,PB,65.5,53.04,64.61,43.64,71.04,24.3
250610,Fagundes,PB,65.36,85.7,62.13,52.82,69.91,27.7
250620,Frei Martinho,PB,64.87,80.83,62.88,49.94,71.18,23.9
250625,Gado Bravo,PB,64.4,93.13,62.84,50.09,69.22,29.8
250630,Guarabira,PB,62.88,48.99,66.93,35.92,73.73,17.3
250640,Gurinhem,PB,60.6,90.72,61.33,55.99,68.67,31.6
250650,Gurjao,PB,64.29,61.9,62.49,51.45,68.76,31.3
250660,Ibiara,PB,63.65,70.83,63.93,46.06,71.08,24.2
250670,Imaculada,PB,61.11,112.44,59.77,62.53,67.87,34.3
250680,Inga,PB,62.88,93.13,63.51,47.59,71.07,24.2
250690,Itabaiana,PB,60.34,86.41,61,57.35,68.63,31.8
250700,Itaporanga,PB,65.36,70.83,62.88,49.94,69.54,28.8
250710,Itapororoca,PB,60.34,83.45,62.88,49.94,70.41,26.2
250720,Itatuba,PB,62.13,93.13,63.41,47.95,69.51,28.9
250730,Jacarau,PB,62.88,104.09,61.26,56.31,68.18,33.3
250740,Jerico,PB,61.64,58.07,65.5,40.58,72.85,19.4
250750,Joao Pessoa,PB,66.35,49.89,68.22,40.4,74.89,16.44
250760,Juarez Tavora,PB,67.15,85.2,63.51,47.59,71.06,24.2
250770,Juazeirinho,PB,65.51,93.13,63.41,47.95,70.2,26.8
250780,Junco do Serido,PB,65.66,99.47,60.2,60.68,67.91,34.2
250790,Juripiranga,PB,65.05,112.54,58.7,67.22,65.64,42.7
250800,Juru,PB,63.22,89.56,62.13,52.82,70.45,26
