ID,Espacialidades,UF,Renda1991,Renda2000,Renda2010
351020,Capao Bonito,SP,325.89,379.53,534.75
430463,Capao da Canoa,RS,423.32,614.43,884.47
430465,Capao do Cipo,RS,259.87,328.46,426.09
430466,Capao do Leao,RS,233.74,349.63,493.36
311210,Caparao,MG,238.58,353.96,364.52
270170,Capela,AL,108.3,143.42,251.36
430468,Capela de Santana,RS,309.72,376.26,533.88
290685,Capela do Alto Alegre,BA,139.05,215.52,299.05
351030,Capela do Alto,SP,364.1,382.97,526.28
311220,Capela Nova,MG,181.33,225.53,338.43
280130,Capela,SE,147.16,157.7,326.55
311230,Capelinha,MG,195.24,284.94,432.55
311240,Capetinga,MG,308.19,465.41,549.97
311250,Capim Branco,MG,269.07,340.73,497.48
290687,Capim Grosso,BA,125.41,215.1,378.85
250403,Capim,PB,87.89,121.73,203.67
311260,Capinopolis,MG,368.92,489.88,834.14
210275,Capinzal do Norte,MA,95.95,112.64,200.15
420390,Capinzal,SC,331.32,528.25,811.66
230290,Capistrano,CE,101.42,117.36,211.95
311265,Capitao Andrade,MG,164.12,211.31,403.35
220240,Capitao de Campos,PI,102.83,125.48,248.79
311270,Capitao Eneas,MG,171.9,201.98,282.97
220245,Capitao Gervasio Oliveira,PI,57.49,109.07,182.53
410460,Capitao Leonidas Marques,PR,216.34,497.3,670.16
150230,Capitao Poco,PA,129.48,182.2,283.1
430469,Capitao,RS,277,536.35,835.57
311280,Capitolio,MG,346.38,494.16,658.77
420395,Capivari de Baixo,SC,305.37,459.74,723.04
430467,Capivari do Sul,RS,460.97,823.36,1196.47
351040,Capivari,SP,644,631.78,820.46
120017,Capixaba,AC,195.72,227.36,336.17
260380,Capoeiras,PE,118.22,143.8,215.71
311290,Caputira,MG,126.84,346.19,353.65
430471,Caraa,RS,207.1,291.31,490.65
140020,Caracarai,RR,309.85,322,336.05
500280,Caracol,MS,187.87,264.01,399.46
220250,Caracol,PI,94.78,132.57,221.08
351050,Caraguatatuba,SP,527.07,657.88,773.99
290689,Caraibas,BA,76.66,149.02,277.97
311300,Carai,MG,110.6,165.93,244.29
410465,Carambei,PR,349.58,539.54,711.5
311310,Caranaiba,MG,117.92,208.77,319.88
311320,Carandai,MG,227.38,322.01,495.09
311330,Carangola,MG,297.95,630.82,618.24
330093,Carapebus,RJ,241.62,402.08,620.35
351060,Carapicuiba,SP,542.45,565.95,712.78
311340,Caratinga,MG,272.96,481.74,610.29
130100,Carauari,AM,144.53,160.01,222.32
220253,Caraubas do Piaui,PI,61.77,92.78,158.13
250407,Caraubas,PB,112.39,164.66,296.38
240230,Caraubas,RN,108.69,173.83,321.99
290690,Caravelas,BA,146.4,376.79,394.43
430470,Carazinho,RS,453.43,625.92,881.73
311350,Carbonita,MG,132.28,214.57,373.05
290700,Cardeal da Silva,BA,117.37,142.49,207.42
330115,Cardoso Moreira,RJ,153.5,327.08,465.04
351070,Cardoso,SP,401.33,485.48,605.99
311360,Careacu,MG,274.25,444.88,504.96
130110,Careiro,AM,110.51,145.34,197.06
130115,Careiro da Varzea,AM,170.78,164.23,207.18
320130,Cariacica,ES,306.87,432.25,620.89
230300,Caridade,CE,101.44,132.82,213.18
220255,Caridade do Piaui,PI,60.22,119.19,203.34
290710,Carinhanha,BA,93.25,133.12,209.51
280140,Carira,SE,158.74,181.37,297.74
230310,Carire,CE,103.96,133.29,225.75
230320,Caririacu,CE,77.46,122.43,243.1
170386,Cariri do Tocantins,TO,179.11,386.4,425.49
230330,Carius,CE,101.3,130.21,239.39
510279,Carlinda,MT,153.37,262.79,474.83
410470,Carlopolis,PR,239.81,408.15,608.82
430480,Carlos Barbosa,RS,579.97,881.52,1446.56
311370,Carlos Chagas,MG,225.98,325.21,432.37
430485,Carlos Gomes,RS,334.32,493.71,761.35
311380,Carmesia,MG,156.25,242.84,404.76
311390,Carmo da Cachoeira,MG,268.39,397.3,525.35
311400,Carmo da Mata,MG,233.06,464.32,551.21
311410,Carmo de Minas,MG,277.88,390.13,511.95
311420,Carmo do Cajuru,MG,239.32,376.39,606.19
311430,Carmo do Paranaiba,MG,334.79,546.06,678.13
311440,Carmo do Rio Claro,MG,246.4,399.97,685.17
520500,Carmo do Rio Verde,GO,203.32,328.06,541.99
170388,Carmolandia,TO,138.36,171.94,382.31
311450,Carmopolis de Minas,MG,204.91,416.05,599.63
280150,Carmopolis,SE,188.1,228.71,385.16
330120,Carmo,RJ,295.15,547.72,559.66
260390,Carnaiba,PE,106.65,132.2,229.87
240240,Carnauba dos Dantas,RN,162.42,321.89,387.8
240250,Carnaubais,RN,143.78,258.54,300.27
230340,Carnaubal,CE,85.05,151.19,224.37
260392,Carnaubeira da Penha,PE,72.56,77.98,170.02
311455,Carneirinho,MG,363.24,502.07,847.07
270180,Carneiros,AL,102.67,117.4,199.58
140023,Caroebe,RR,69.24,266.73,334.97
210280,Carolina,MA,143.41,232.35,334.51
260400,Carpina,PE,217.39,347.72,403.76
311460,Carrancas,MG,239.65,366.32,576.62
250410,Carrapateira,PB,112.7,160.62,214.54
170389,Carrasco Bonito,TO,42.39,112.41,234.45
260410,Caruaru,PE,312.46,416.02,553.99
210290,Carutapera,MA,109.02,114.78,220.91
311470,Carvalhopolis,MG,212.65,299.36,579.4
311480,Carvalhos,MG,200.3,277.41,506.24
351080,Casa Branca,SP,542.44,684.29,737.96
311490,Casa Grande,MG,121.56,304.43,351.47
290720,Casa Nova,BA,143.02,175.6,289.24
311500,Cascalho Rico,MG,308.93,431.98,769.71
430490,Casca,RS,371.57,773.9,1011.38
230350,Cascavel,CE,125.67,228.76,309.14
410480,Cascavel,PR,522.11,695.48,1003.38
170390,Caseara,TO,198.86,235.27,447.52
430495,Caseiros,RS,232.52,344.8,606.99
330130,Casimiro de Abreu,RJ,356.91,566.64,768.45
260415,Casinhas,PE,107.98,161.21,200.83
250415,Casserengue,PB,74.47,92.01,171.37
351090,Cassia dos Coqueiros,SP,338.42,463.7,551.4
311510,Cassia,MG,397.42,517.09,717.84
500290,Cassilandia,MS,528.39,481.45,885.1
150240,Castanhal,PA,270.44,321.14,467.32
510285,Castanheira,MT,261.91,345.89,520.54
110090,Castanheiras,RO,92.82,310.67,455.53
520505,Castelandia,GO,232.82,437.76,724.42
220260,Castelo do Piaui,PI,130.78,145.34,270.82
320140,Castelo,ES,270.97,514.86,636.49
351100,Castilho,SP,377.55,374.01,579.36
290730,Castro Alves,BA,133.51,167.36,316.1
410490,Castro,PR,377.04,460.48,639.54
311530,Cataguases,MG,337.59,505.27,699.57
520510,Catalao,GO,389.29,600.38,959.4
351110,Catanduva,SP,649.09,757.21,945.05
410500,Catanduvas,PR,266.91,375.76,539.43
420400,Catanduvas,SC,357.17,552.3,717.59
230360,Catarina,CE,122.72,106.26,246.38
311540,Catas Altas da Noruega,MG,100.36,178.12,309.82
311535,Catas Altas,MG,267.64,312.29,502.15
260420,Catende,PE,144.08,209.93,292.74
351120,Catigua,SP,382.17,484.55,771.78
250420,Catingueira,PB,69.74,149.33,249.16
290740,Catolandia,BA,93.18,125.66,251.21
250430,Catole do Rocha,PB,125.13,220.03,371.92
290750,Catu,BA,193.1,294.78,486.05
430500,Catuipe,RS,419.15,507.06,920.96
311545,Catuji,MG,96.62,168.89,221.41
230365,Catunda,CE,73.11,107.87,225.43
520520,Caturai,GO,209.04,304.88,500.32
290755,Caturama,BA,84.72,119.83,234.88
250435,Caturite,PB,106.27,170.16,371.05
311547,Catuti,MG,76.19,121.74,265.76
230370,Caucaia,CE,187.29,260.56,379.63
520530,Cavalcante,GO,138.66,190.08,324.92
420410,Caxambu do Sul,SC,189.21,698.49,730.36
311550,Caxambu,MG,352,528.99,963.25
430510,Caxias do Sul,RS,740.85,967.79,1253.93
210300,Caxias,MA,141.02,206.26,324.9
220265,Caxingo,PI,66.65,107.66,177.35
240260,Ceara-Mirim,RN,146.85,207.45,332.89
210310,Cedral,MA,116.05,115.86,202.86
351130,Cedral,SP,414.19,567.38,845.41
230380,Cedro,CE,170.15,189,317.69
280160,Cedro de Sao Joao,SE,173.63,202.16,352.53
311560,Cedro do Abaete,MG,185.14,274.58,431.2
260430,Cedro,PE,88.81,185.05,269.64
420415,Celso Ramos,SC,191.75,256.18,458.62
410510,Centenario do Sul,PR,306.22,343.71,571.32
430511,Centenario,RS,280.53,252.71,651.77
170410,Centenario,TO,79.73,138.82,280.17
290760,Central,BA,119.62,168.62,231.1
311570,Central de Minas,MG,182.16,286.81,494.1
210312,Central do Maranhao,MA,82.4,120.85,182.77
311580,Centralina,MG,275.38,354.07,468.15
210315,Centro do Guilherme,MA,79.56,120.34,190.58
210317,Centro Novo do Maranhao,MA,89.87,127.08,188.88
110005,Cerejeiras,RO,240.1,511.47,577.18
520540,Ceres,GO,456.24,584.82,865.23
351140,Cerqueira Cesar,SP,493.68,524.69,665.36
351150,Cerquilho,SP,731.31,826.27,894.52
430512,Cerrito,RS,276.03,329.55,476.66
410520,Cerro Azul,PR,160.89,245.88,342.88
430513,Cerro Branco,RS,222.28,398.29,519.95
240270,Cerro Cora,RN,91.45,139.45,282.84
430517,Cerro Grande do Sul,RS,333.17,324.3,527.88
430515,Cerro Grande,RS,138.01,275.41,538.45
430520,Cerro Largo,RS,298.14,489.08,862.05
420417,Cerro Negro,SC,140.66,213.16,414.6
351160,Cesario Lange,SP,389.51,460.44,684.95
410530,Ceu Azul,PR,340.03,520.25,759.41
520545,Cezarina,GO,306.1,366.5,564.44
311590,Chacara,MG,321.44,353.06,456.42
260440,Cha de Alegria,PE,104.82,132.88,239.04
260450,Cha Grande,PE,161.9,190.04,341.34
311600,Chale,MG,169.09,288.48,418.8
170510,Chapada da Natividade,TO,99.98,293.29,315.34
170460,Chapada de Areia,TO,105.1,325.14,376.48
311610,Chapada do Norte,MG,141.13,177.7,279.92
510300,Chapada dos Guimaraes,MT,271.69,376.82,540.98
311615,Chapada Gaucha,MG,122.5,253.67,282.53
520547,Chapadao do Ceu,GO,311.34,498.64,841.5
420419,Chapadao do Lageado,SC,331.21,308.15,549.08
500295,Chapadao do Sul,MS,621.32,857.52,896.92
430530,Chapada,RS,339.38,484.24,860.15
210320,Chapadinha,MA,127.05,145.19,251.75
420420,Chapeco,SC,437.01,674.35,1017.34
270190,Cha Preta,AL,99.58,121.46,226.6
351170,Charqueada,SP,471.78,551.39,705.01
430535,Charqueadas,RS,363.44,525.56,734.59
430537,Charrua,RS,219.61,310.36,618.89
230390,Chaval,CE,89.58,136.43,208.7
355720,Chavantes,SP,344.09,522.21,677.3
150250,Chaves,PA,121.66,125.16,198.83
311620,Chiador,MG,169.14,340.32,808.78
430540,Chiapetta,RS,305.14,349.23,632.18
410540,Chopinzinho,PR,218.85,442.43,802.23
230393,Choro,CE,80.65,102.17,171.62
230395,Chorozinho,CE,125.16,162.08,277.4
290770,Chorrocho,BA,115.29,140.19,248.5
430543,Chui,RS,670.38,623.18,535.86
110092,Chupinguaia,RO,215.23,369.03,483.36
430544,Chuvisca,RS,244.93,476.98,471.66
410550,Cianorte,PR,393.48,615.21,837.13
290780,Cicero Dantas,BA,126.28,195.66,315.19
410560,Cidade Gaucha,PR,283.18,438.4,671.1
520549,Cidade Ocidental,GO,457,516.37,647.64
210325,Cidelandia,MA,119.16,159.98,263.53
430545,Cidreira,RS,381.85,589.2,750.55
290790,Cipo,BA,140.68,185.12,312.03
311630,Cipotanea,MG,92.98,153.45,317.62
430550,Ciriaco,RS,245.9,493.04,725.12
311640,Claraval,MG,313.93,341.6,575.11
311650,Claro dos Pocoes,MG,126.86,204.34,337.07
510305,Claudia,MT,468.45,566.76,700.38
311660,Claudio,MG,264.77,400.38,625.88
351190,Clementina,SP,366.12,385.82,640.87
410570,Clevelandia,PR,249.83,386.28,696.71
290800,Coaraci,BA,136.38,203.09,366.33
130120,Coari,AM,146.23,159.29,347.2
220271,Cocal de Telha,PI,99.79,132.4,245.15
220272,Cocal dos Alves,PI,57.72,108.07,183.59
420425,Cocal do Sul,SC,434.98,556.5,833.24
510310,Cocalinho,MT,268.84,436.11,531.41
220270,Cocal,PI,81.97,120.31,198.58
520551,Cocalzinho de Goias,GO,240.65,272.38,450.47
290810,Cocos,BA,116.62,160.51,258.27
130130,Codajas,AM,229.61,234.31,239.64
210330,Codo,MA,119.2,150.53,273.45
210340,Coelho Neto,MA,146.01,167.17,236.47
311670,Coimbra,MG,192.53,340,454.81
270200,Coite do Noia,AL,107.71,123.33,203.15
220273,Coivaras,PI,91.57,115.2,234.94
150260,Colares,PA,129.4,192.7,231.98
320150,Colatina,ES,354.41,557.04,788.29
510320,Colider,MT,250.32,532.6,758.67
520552,Colinas do Sul,GO,209.59,219.6,410.83
170550,Colinas do Tocantins,TO,316.38,416.62,587.11
210350,Colinas,MA,161.53,147.23,279.81
351200,Colina,SP,444.88,530.85,706.69
430558,Colinas,RS,375.94,555.65,1066.39
171670,Colmeia,TO,243.5,294.77,442.96
510325,Colniza,MT,265.38,326.74,411.69
351210,Colombia,SP,324.17,543.21,582.53
410580,Colombo,PR,349.65,476.96,682.85
220275,Colonia do Gurgueia,PI,99.1,140.88,291.37
220277,Colonia do Piaui,PI,74.58,119.77,277.73
270210,Colonia Leopoldina,AL,98.44,156.88,242.28
110006,Colorado do Oeste,RO,224.82,401.32,535.41
410590,Colorado,PR,369.16,560.59,833.7
430560,Colorado,RS,676.65,812.99,996.93
311680,Coluna,MG,142.62,224,315
170555,Combinado,TO,157.9,285.2,455.39
311690,Comendador Gomes,MG,429.58,517.02,635.2
330095,Comendador Levy Gasparian,RJ,244.74,386.19,537.66
311700,Comercinho,MG,93.24,114.78,271.4
510330,Comodoro,MT,301.59,474.42,573.89
311710,Conceicao da Aparecida,MG,249.78,602.99,579.34
311520,Conceicao da Barra de Minas,MG,122.18,247.64,511.91
320160,Conceicao da Barra,ES,218.72,312.62,450.71
290820,Conceicao da Feira,BA,155.31,190.72,348.39
311730,Conceicao das Alagoas,MG,422.14,598.23,770.02
311720,Conceicao das Pedras,MG,303.24,323.61,434.68
311740,Conceicao de Ipanema,MG,199.55,346.39,497.4
330140,Conceicao de Macabu,RJ,283.42,431.82,614.57
290830,Conceicao do Almeida,BA,128.84,181.79,290.98
150270,Conceicao do Araguaia,PA,219.78,304.21,405.29
220280,Conceicao do Caninde,PI,87.5,152.72,258.93
320170,Conceicao do Castelo,ES,196.43,342.8,567.83
290840,Conceicao do Coite,BA,130.13,187.56,309.61
290850,Conceicao do Jacuipe,BA,201.29,275.12,403.18
210355,Conceicao do Lago-Acu,MA,94.65,93.24,170.79
311750,Conceicao do Mato Dentro,MG,159.2,220.95,384.42
311760,Conceicao do Para,MG,258.91,282.65,576.48
311770,Conceicao do Rio Verde,MG,245.9,483.03,533.38
311780,Conceicao dos Ouros,MG,236.94,409.5,509.52
170560,Conceicao do Tocantins,TO,129.39,203.47,310.96
250440,Conceicao,PB,83.41,154.56,290.63
351220,Conchal,SP,438.33,494.44,617.76
351230,Conchas,SP,538.6,731.67,730.42
150275,Concordia do Para,PA,215.28,235.7,260.68
420430,Concordia,SC,478.84,746.42,1009.49
250450,Condado,PB,107.97,155.14,282.25
260460,Condado,PE,162.32,166.57,297.68
290860,Conde,BA,96.7,158.34,246.81
250460,Conde,PB,111.04,198.34,316.81
290870,Condeuba,BA,145.68,199.91,260.07
430570,Condor,RS,295.3,467.25,777.62
311783,Conego Marinho,MG,90.6,97.85,245.64
311787,Confins,MG,227.6,348.75,647.2
510335,Confresa,MT,153.9,323.27,484.89
311790,Congonhal,MG,344.71,385.86,553.81
311810,Congonhas do Norte,MG,134.56,215.01,270.3
311800,Congonhas,MG,358.04,443.57,760.35
410600,Congonhinhas,PR,162.57,276.95,471.57
250470,Congo,PB,88.73,161.03,263.84
510336,Conquista D'Oeste,MT,179.56,228.57,650.3
311820,Conquista,MG,253.38,565.4,678.21
311830,Conselheiro Lafaiete,MG,360.62,515.08,781.59
410610,Conselheiro Mairinck,PR,210.36,533.31,534.5
311840,Conselheiro Pena,MG,212.17,412.79,445.95
311850,Consolacao,MG,174.56,246.92,395.33
430580,Constantina,RS,281.14,466.21,732.39
311860,Contagem,MG,406.37,561.76,824.3
410620,Contenda,PR,309.2,411.42,612.8
290880,Contendas do Sincora,BA,130.8,181.91,293.12
311870,Coqueiral,MG,250.04,380.87,495.77
430583,Coqueiro Baixo,RS,283.54,418.35,634.31
430585,Coqueiros do Sul,RS,188.24,358.33,1208.56
270220,Coqueiro Seco,AL,163.51,192.9,299.47
311880,Coracao de Jesus,MG,132.37,244.91,287.28
290890,Coracao de Maria,BA,172.45,181.35,257.21
410630,Corbelia,PR,293.95,468.73,743.65
351240,Cordeiropolis,SP,540.82,726.8,873.87
330150,Cordeiro,RJ,403.08,544.35,724.29
290900,Cordeiros,BA,94.26,157.64,263.24
420435,Cordilheira Alta,SC,258.29,606.98,773.44
311890,Cordisburgo,MG,205.14,358.07,440.09
311900,Cordislandia,MG,259.33,318.96,468.59
230400,Coreau,CE,114.08,126.82,210.65
250480,Coremas,PB,117.39,168.34,291.3
500310,Corguinho,MS,218.18,339.21,566.09
290910,Coribe,BA,143.52,115.46,237.03
311910,Corinto,MG,291.55,383.18,499.56
410640,Cornelio Procopio,PR,423.61,622.44,828.19
311920,Coroaci,MG,118.25,278.51,362.9
351250,Coroados,SP,429.97,483.85,638.21
210360,Coroata,MA,98.33,127.96,237.3
311930,Coromandel,MG,332.93,493.92,753.35
430587,Coronel Barros,RS,268.61,435.9,1112.14
430590,Coronel Bicaco,RS,234.61,389.75,509.04
410645,Coronel Domingos Soares,PR,141.56,189.08,353.16
240280,Coronel Ezequiel,RN,79.25,126.52,238.25
311940,Coronel Fabriciano,MG,372.65,517.45,685.48
420440,Coronel Freitas,SC,266.53,477.32,759.01
240290,Coronel Joao Pessoa,RN,66.81,121.31,243.22
290920,Coronel Joao Sa,BA,107.85,110.42,238.18
220285,Coronel Jose Dias,PI,86.09,131.75,200.41
351260,Coronel Macedo,SP,270.38,350.87,465.29
420445,Coronel Martins,SC,163.81,339.78,543.22
311950,Coronel Murta,MG,120.19,182.84,291.66
311960,Coronel Pacheco,MG,211.64,405.33,525.62
430593,Coronel Pilar,RS,324.21,650.91,942.36
500315,Coronel Sapucaia,MS,237.27,305.67,350.37
410650,Coronel Vivida,PR,284.04,381.81,679.98
311970,Coronel Xavier Chaves,MG,155.94,249.61,518.32
311980,Corrego Danta,MG,290.71,441.38,561.81
311990,Corrego do Bom Jesus,MG,235.81,328.97,501.15
520570,Corrego do Ouro,GO,224.62,291.65,608.31
311995,Corrego Fundo,MG,222.91,327.86,477.36
312000,Corrego Novo,MG,134.92,219.66,327.06
420455,Correia Pinto,SC,296.86,408.03,628.18
220290,Corrente,PI,158.52,236.06,378.39
260470,Correntes,PE,123.39,168.3,247.2
290930,Correntina,BA,134.99,183.7,285.96
260480,Cortes,PE,111.53,147.15,232.22
520580,Corumba de Goias,GO,244.87,370.44,503.01
520590,Corumbaiba,GO,306.06,421.22,635.98
500320,Corumba,MS,356.56,451.78,627.1
410655,Corumbatai do Sul,PR,121.25,193.47,409.02
351270,Corumbatai,SP,443.92,568.16,741.32
110007,Corumbiara,RO,81.38,229,402.15
420450,Corupa,SC,492.92,568.77,951.63
270230,Coruripe,AL,155.81,197.45,315.85
351280,Cosmopolis,SP,547.19,621.13,829.25
351290,Cosmorama,SP,311.71,444.85,643.1
110008,Costa Marques,RO,250.08,331.08,370.77
500325,Costa Rica,MS,309,453.04,693.05
290940,Cotegipe,BA,104.36,150.64,237.5
351300,Cotia,SP,773.89,874.52,1085.66
430595,Cotipora,RS,425.67,632.21,943.48
510337,Cotriguacu,MT,241.43,301.98,387.24
312010,Couto de Magalhaes de Minas,MG,239.07,257.86,333.91
170600,Couto Magalhaes,TO,168.14,209.31,284.33
430597,Coxilha,RS,257.7,355.2,596.9
500330,Coxim,MS,305.26,596.29,703.01
250485,Coxixola,PB,91.05,171.16,306.15
270235,Craibas,AL,97.79,116,199.54
230410,Crateus,CE,156.33,239.4,373.18
230420,Crato,CE,221.16,333.37,470.46
351310,Cravinhos,SP,606.74,694.65,784.4
290950,Cravolandia,BA,82.07,151.57,259.87
420460,Criciuma,SC,542.21,802.98,1062.53
312015,Crisolita,MG,119.42,200.71,294.11
290960,Crisopolis,BA,130.13,158.54,232.6
430600,Crissiumal,RS,274.73,355.37,630.54
312020,Cristais,MG,264.49,477.98,780.18
351320,Cristais Paulista,SP,312.9,496.37,721.31
220300,Cristalandia do Piaui,PI,81.38,138.62,204.49
170610,Cristalandia,TO,323.02,275.46,495.57
430607,Cristal do Sul,RS,80.66,168.02,430.67
312030,Cristalia,MG,111.84,132.2,200.51
520620,Cristalina,GO,307.52,444.33,686.9
430605,Cristal,RS,432.59,362.45,575.45
312040,Cristiano Otoni,MG,194.98,302.95,458.68
520630,Cristianopolis,GO,316.09,475.5,635.46
312050,Cristina,MG,288.83,338.15,442.25
280170,Cristinapolis,SE,127.51,173.91,229.99
220310,Cristino Castro,PI,103.2,244.69,307.32
290970,Cristopolis,BA,130.66,149.21,239.23
170625,Crixas do Tocantins,TO,136,206.93,341.27
520640,Crixas,GO,357.38,328.92,645.4
230423,Croata,CE,67.88,105.62,176.12
520650,Crominia,GO,284.25,429.74,592.36
312060,Crucilandia,MG,424.54,442.87,464.17
351330,Cruzalia,SP,479.78,541.67,614.17
430610,Cruz Alta,RS,465.53,681.02,871.81
430613,Cruzaltense,RS,167.36,392.45,723.18
230425,Cruz,CE,121.4,143.41,282.51
290980,Cruz das Almas,BA,213.47,317.61,481.8
250490,Cruz do Espirito Santo,PB,112.04,152.15,217.47
312070,Cruzeiro da Fortaleza,MG,320.13,519.8,707.8
410657,Cruzeiro do Iguacu,PR,179.09,282.36,636.1
410660,Cruzeiro do Oeste,PR,282.82,451.05,617.44
120020,Cruzeiro do Sul,AC,194.63,266.84,450.06
410670,Cruzeiro do Sul,PR,231.15,374.11,558.9
430620,Cruzeiro do Sul,RS,356.28,548.57,832.23
351340,Cruzeiro,SP,430.08,618.56,809.24
240300,Cruzeta,RN,189.52,337.69,339.38
312080,Cruzilia,MG,270.81,372.55,520.72
410680,Cruz Machado,PR,183.82,276.88,414.98
410685,Cruzmaltina,PR,156.03,234.93,456.21
351350,Cubatao,SP,459.63,540.04,689.21
250500,Cubati,PB,86.08,177.64,237.71
510340,Cuiaba,MT,615.55,882.97,1161.49
250523,Cuite de Mamanguape,PB,81.56,147.78,214.92
250520,Cuitegi,PB,82.23,142.5,265.78
250510,Cuite,PB,94.33,173.87,284.57
110094,Cujubim,RO,112.37,397.38,495.31
520660,Cumari,GO,298.41,398.66,819.81
150276,Cumaru do Norte,PA,303.38,352.74,417.06
260490,Cumaru,PE,130,112.17,249.32
280190,Cumbe,SE,120.86,121.95,288.67
420470,Cunha Pora,SC,280,559.67,821.86
351360,Cunha,SP,252.14,299.39,525.19
420475,Cunhatai,SC,213.94,563.16,1009.05
312083,Cuparaque,MG,196.48,279.72,381.64
260500,Cupira,PE,154.05,206.92,336.81
290990,Curaca,BA,141.15,184.44,236.77
220320,Curimata,PI,121.3,267.37,285.52
150277,Curionopolis,PA,262.27,220.85,319.35
420480,Curitibanos,SC,325.51,497.76,687.47
410690,Curitiba,PR,878.39,1225.28,1581.04
410700,Curiuva,PR,170.43,258.81,455.24
240310,Currais Novos,RN,235.86,341.37,526.96
220323,Currais,PI,48.69,98.52,168.68
250527,Curral de Cima,PB,63.89,113.37,214.4
312087,Curral de Dentro,MG,143.33,148.26,279.64
150280,Curralinho,PA,167.81,177.48,188.88
220325,Curralinhos,PI,50.57,85.69,193.65
220327,Curral Novo do Piaui,PI,60.42,137.89,186.24
250530,Curral Velho,PB,100.46,127.83,362.28
150285,Curua,PA,110.15,122.71,180.94
150290,Curuca,PA,96.01,218.46,233.96
210370,Cururupu,MA,109.63,169.09,274.39
510343,Curvelandia,MT,157.84,322.52,480.92
312090,Curvelo,MG,295.88,415.45,581.65
260510,Custodia,PE,122.12,205.97,350
160021,Cutias,AP,125.22,150.14,287.41
520670,Damianopolis,GO,156.52,159.55,364.51
250535,Damiao,PB,62.02,90.25,182.89
520680,Damolandia,GO,231.74,261.54,578.93
170650,Darcinopolis,TO,107.54,145.93,327.64
291000,Dario Meira,BA,82.26,105.61,206.16
312100,Datas,MG,173.75,172.15,313.84
430630,David Canabarro,RS,279.98,518.6,798.91
520690,Davinopolis,GO,250.55,287.47,632.22
210375,Davinopolis,MA,107.25,140.63,263.12
312110,Delfim Moreira,MG,263.15,330.61,454.36
312120,Delfinopolis,MG,261.58,399.34,632.28
270240,Delmiro Gouveia,AL,143.2,226.71,332.13
312125,Delta,MG,308.88,398.12,523.34
220330,Demerval Lobao,PI,141.47,161.93,311.48
510345,Denise,MT,213.68,427.2,524.91
500345,Deodapolis,MS,240.8,361.74,596.5
230426,Deputado Irapuan Pinheiro,CE,102.57,170.34,233.15
430632,Derrubadas,RS,120.6,363.52,497.31
351370,Descalvado,SP,614.77,708.89,798.74
420490,Descanso,SC,264.41,425.19,804.31
312130,Descoberto,MG,183.3,365.1,477.97
312140,Desterro de Entre Rios,MG,116.66,220.74,348.88
312150,Desterro do Melo,MG,165.4,238.79,373.25
250540,Desterro,PB,87.8,134.83,247.16
430635,Dezesseis de Novembro,RS,152.65,225.27,391.3
351380,Diadema,SP,557.2,597.35,694.55
410715,Diamante D'Oeste,PR,132.86,294.35,447.57
410710,Diamante do Norte,PR,276.19,406.85,619.39
410712,Diamante do Sul,PR,84.7,264.97,344.73
250560,Diamante,PB,57.25,122.26,264.08
312160,Diamantina,MG,274.77,417.16,597.41
510350,Diamantino,MT,543.29,598.97,681.66
170700,Dianopolis,TO,257.55,288.49,528.6
291005,Dias D'Avila,BA,274.93,305.38,460.6
430637,Dilermando de Aguiar,RS,242.6,358.65,553.74
312170,Diogo de Vasconcelos,MG,146.15,153.84,291.48
420500,Dionisio Cerqueira,SC,244.51,386.91,636.41
312180,Dionisio,MG,175.48,240.06,461.02
520710,Diorama,GO,187.21,339.33,494.6
351385,Dirce Reis,SP,264.2,370.41,570.51
220335,Dirceu Arcoverde,PI,97.99,166.83,265.3
280200,Divina Pastora,SE,122.19,149.53,278.62
312190,Divinesia,MG,138.13,319.18,441.49
312210,Divino das Laranjeiras,MG,156.15,403.44,388.4
320180,Divino de Sao Lourenco,ES,141.5,199.21,383.78
312220,Divinolandia de Minas,MG,127.71,233.71,340.1
351390,Divinolandia,SP,405.06,470.94,707.97
312200,Divino,MG,217.52,306.14,426.94
520830,Divinopolis de Goias,GO,174.05,190.44,388.34
170710,Divinopolis do Tocantins,TO,166.45,227.96,507.04
312230,Divinopolis,MG,418.17,646.77,868.57
312235,Divisa Alegre,MG,119.73,197.26,341.94
312240,Divisa Nova,MG,384,384.24,484.91
312245,Divisopolis,MG,116.21,187.98,290.45
351400,Dobrada,SP,439.94,440.98,589.47
351410,Dois Corregos,SP,552.51,664.16,727.28
430642,Dois Irmaos das Missoes,RS,244.06,310.62,446.59
500348,Dois Irmaos do Buriti,MS,193.05,242.31,429.18
170720,Dois Irmaos do Tocantins,TO,127.51,209.51,245.98
430640,Dois Irmaos,RS,514.8,670.69,921.37
430645,Dois Lajeados,RS,617.62,780.92,992.68
270250,Dois Riachos,AL,98.28,148.66,194.81
410720,Dois Vizinhos,PR,297.4,519.21,836.1
351420,Dolcinopolis,SP,259.64,400.56,620.98
510360,Dom Aquino,MT,257.47,360.95,575.47
291010,Dom Basilio,BA,124.86,167.57,240.83
312247,Dom Bosco,MG,225.27,251.4,394.72
312250,Dom Cavati,MG,279.95,400.74,485.9
150293,Dom Eliseu,PA,230.58,288,348.04
220340,Dom Expedito Lopes,PI,149.38,223.02,300.31
430650,Dom Feliciano,RS,236.02,351.98,409.72
