Posicao,ID,name,UF,IDHM2010,IDHMRenda2010,IDHMLongevidade2010,IDHMEducacao2010
53,421870,Tubarao,SC,0.796,0.788,0.866,0.74
53,420830,Itapema,SC,0.796,0.788,0.881,0.727
53,430480,Carlos Barbosa,RS,0.796,0.835,0.835,0.724
56,421850,Treze Tilias,SC,0.795,0.838,0.874,0.685
56,420290,Brusque,SC,0.795,0.794,0.894,0.707
56,353650,Paulinia,SP,0.795,0.8,0.864,0.727
56,420757,Iomere,SC,0.795,0.754,0.891,0.749
56,420820,Itajai,SC,0.795,0.778,0.884,0.73
61,351905,Holambra,SP,0.793,0.815,0.878,0.698
62,431046,Ipiranga do Sul,RS,0.791,0.818,0.866,0.698
62,432163,Tres Arroios,RS,0.791,0.843,0.851,0.689
62,353340,Nova Odessa,SP,0.791,0.755,0.861,0.762
62,354515,Saltinho,SP,0.791,0.771,0.857,0.75
62,412085,Quatro Pontes,PR,0.791,0.79,0.838,0.748
67,350010,Adamantina,SP,0.79,0.772,0.852,0.75
67,354620,Santa Cruz da Conceicao,SP,0.79,0.83,0.876,0.679
67,355710,Votuporanga,SP,0.79,0.772,0.857,0.744
67,420420,Chapeco,SC,0.79,0.779,0.871,0.727
71,431127,Lagoa dos Tres Cantos,RS,0.789,0.765,0.852,0.754
71,317020,Uberlandia,MG,0.789,0.776,0.885,0.716
71,351010,Candido Rodrigues,SP,0.789,0.747,0.863,0.762
71,421003,Luzerna,SC,0.789,0.781,0.877,0.718
71,350550,Barretos,SP,0.789,0.762,0.875,0.738
76,351340,Cruzeiro,SP,0.788,0.742,0.871,0.758
76,352050,Indaiatuba,SP,0.788,0.791,0.837,0.738
76,352850,Mairipora,SP,0.788,0.767,0.881,0.723
76,260545,Fernando de Noronha,PE,0.788,0.781,0.839,0.748
76,350850,Cacapava,SP,0.788,0.754,0.858,0.755
76,172100,Palmas,TO,0.788,0.789,0.827,0.749
76,350530,Barra Bonita,SP,0.788,0.762,0.869,0.739
76,350280,Aracatuba,SP,0.788,0.782,0.841,0.744
76,420460,Criciuma,SC,0.788,0.786,0.846,0.737
85,313240,Itajuba,MG,0.787,0.767,0.884,0.718
85,351518,Espirito Santo do Pinhal,SP,0.787,0.784,0.872,0.712
87,352710,Lins,SP,0.786,0.762,0.869,0.733
87,350570,Barueri,SP,0.786,0.791,0.866,0.708
87,430860,Garibaldi,RS,0.786,0.825,0.856,0.688
87,421360,Porto Uniao,SC,0.786,0.752,0.891,0.724
87,354000,Pompeia,SP,0.786,0.75,0.864,0.748
92,431280,Nova Araca,RS,0.785,0.796,0.843,0.722
92,355480,Tremembe,SP,0.785,0.769,0.873,0.72
92,510340,Cuiaba,MT,0.785,0.8,0.834,0.726
92,351110,Catanduva,SP,0.785,0.767,0.853,0.74
92,353140,Monte Aprazivel,SP,0.785,0.781,0.861,0.72
92,430490,Casca,RS,0.785,0.778,0.847,0.733
92,350190,Amparo,SP,0.785,0.78,0.871,0.711
92,353870,Piracicaba,SP,0.785,0.797,0.848,0.717
100,353080,Moji Mirim,SP,0.784,0.767,0.879,0.715
100,431080,Ivoti,RS,0.784,0.78,0.848,0.729
100,352470,Jaguariuna,SP,0.784,0.782,0.862,0.715
100,431690,Santa Maria,RS,0.784,0.795,0.848,0.715
100,354660,Santa Fe do Sul,SP,0.784,0.763,0.84,0.751
100,421540,Salto Veloso,SC,0.784,0.778,0.88,0.705
100,354330,Ribeirao Pires,SP,0.784,0.749,0.847,0.76
100,500270,Campo Grande,MS,0.784,0.79,0.844,0.724
100,421820,Timbo,SC,0.784,0.807,0.856,0.697
100,350390,Aruja,SP,0.784,0.761,0.866,0.73
110,353060,Mogi das Cruzes,SP,0.783,0.762,0.851,0.74
110,430960,Horizontina,RS,0.783,0.782,0.858,0.716
110,421290,Pinhalzinho,SC,0.783,0.758,0.886,0.716
113,411850,Pato Branco,PR,0.782,0.778,0.845,0.728
113,430510,Caxias do Sul,RS,0.782,0.812,0.86,0.686
113,313820,Lavras,MG,0.782,0.757,0.88,0.719
113,410480,Cascavel,PR,0.782,0.776,0.846,0.728
113,421580,Sao Bento do Sul,SC,0.782,0.763,0.871,0.719
113,351150,Cerquilho,SP,0.782,0.758,0.854,0.739
119,350900,Caieiras,SP,0.781,0.74,0.861,0.749
119,421050,Maravilha,SC,0.781,0.758,0.886,0.708
119,420920,Lacerdopolis,SC,0.781,0.763,0.883,0.708
119,420245,Bombinhas,SC,0.781,0.753,0.864,0.732
119,354580,Santa Barbara D'Oeste,SP,0.781,0.752,0.867,0.731
119,350040,Aguas da Prata,SP,0.781,0.75,0.886,0.716
119,350330,Araras,SP,0.781,0.763,0.859,0.728
119,421570,Santo Amaro da Imperatriz,SC,0.781,0.753,0.89,0.71
119,431020,Ijui,RS,0.781,0.786,0.858,0.707
128,421320,Pomerode,SC,0.78,0.78,0.886,0.687
128,350610,Bebedouro,SP,0.78,0.756,0.853,0.735
128,350650,Birigui,SP,0.78,0.743,0.869,0.734
128,350700,Boituva,SP,0.78,0.757,0.861,0.728
128,351300,Cotia,SP,0.78,0.789,0.851,0.707
128,431320,Nova Petropolis,RS,0.78,0.775,0.89,0.688
128,351620,Franca,SP,0.78,0.749,0.842,0.753
128,353430,Orlandia,SP,0.78,0.765,0.882,0.703
128,354520,Salto,SP,0.78,0.755,0.837,0.751
128,420285,Braco do Trombudo,SC,0.78,0.766,0.883,0.702
128,420425,Cocal do Sul,SC,0.78,0.747,0.859,0.74
128,420450,Corupa,SC,0.78,0.768,0.873,0.707
128,432360,Vista Alegre do Prata,RS,0.78,0.809,0.847,0.692
141,421750,Seara,SC,0.779,0.804,0.872,0.674
141,315180,Pocos de Caldas,MG,0.779,0.768,0.872,0.706
141,353940,Piratininga,SP,0.779,0.762,0.859,0.723
141,350210,Andradina,SP,0.779,0.762,0.885,0.702
145,355450,Tiete,SP,0.778,0.764,0.884,0.698
145,352430,Jaboticabal,SP,0.778,0.778,0.851,0.71
145,431300,Nova Brescia,RS,0.778,0.836,0.847,0.666
145,431140,Lajeado,RS,0.778,0.796,0.84,0.704
145,352530,Jau,SP,0.778,0.768,0.886,0.693
145,420280,Braco do Norte,SC,0.778,0.746,0.881,0.716
145,352340,Itatiba,SP,0.778,0.788,0.844,0.708
145,353470,Ourinhos,SP,0.778,0.753,0.859,0.727
145,313670,Juiz de Fora,MG,0.778,0.784,0.844,0.711
145,430210,Bento Goncalves,RS,0.778,0.805,0.842,0.695
145,411370,Londrina,PR,0.778,0.789,0.837,0.712
145,317070,Varginha,MG,0.778,0.76,0.875,0.707
157,352570,Jose Bonifacio,SP,0.777,0.752,0.869,0.717
157,352730,Louveira,SP,0.777,0.783,0.861,0.697
157,421300,Pinheiro Preto,SC,0.777,0.762,0.866,0.712
157,421010,Mafra,SC,0.777,0.738,0.88,0.723
157,352440,Jacarei,SP,0.777,0.749,0.837,0.749
157,430790,Farroupilha,RS,0.777,0.783,0.861,0.696
157,432030,Selbach,RS,0.777,0.785,0.841,0.71
157,313760,Lagoa Santa,MG,0.777,0.79,0.857,0.693
157,420750,Indaial,SC,0.777,0.767,0.873,0.701
157,432320,Victor Graeff,RS,0.777,0.774,0.84,0.722
157,432010,Sarandi,RS,0.777,0.776,0.858,0.705
168,353440,Osasco,SP,0.776,0.776,0.84,0.718
168,350760,Braganca Paulista,SP,0.776,0.772,0.861,0.704
168,350290,Aracoiaba da Serra,SP,0.776,0.751,0.86,0.723
168,431410,Passo Fundo,RS,0.776,0.787,0.849,0.699
168,352480,Jales,SP,0.776,0.75,0.855,0.73
168,430700,Erechim,RS,0.776,0.782,0.833,0.716
168,313375,Itau de Minas,MG,0.776,0.761,0.862,0.711
168,351440,Dracena,SP,0.776,0.752,0.842,0.737
168,353920,Pirapozinho,SP,0.776,0.74,0.863,0.733
168,352140,Iracemapolis,SP,0.776,0.742,0.863,0.729
178,421860,Trombudo Central,SC,0.775,0.76,0.88,0.696
178,317130,Vicosa,MG,0.775,0.758,0.883,0.696
178,354750,Santa Rita do Passa Quatro,SP,0.775,0.764,0.887,0.686
178,421950,Xanxere,SC,0.775,0.76,0.861,0.711
178,420840,Itapiranga,SC,0.775,0.766,0.842,0.723
178,352690,Limeira,SP,0.775,0.761,0.852,0.719
178,520540,Ceres,GO,0.775,0.753,0.842,0.733
185,353070,Mogi Guacu,SP,0.774,0.74,0.852,0.736
185,351330,Cruzalia,SP,0.774,0.698,0.853,0.778
185,431180,Marau,RS,0.774,0.773,0.857,0.699
185,353715,Pedrinhas Paulista,SP,0.774,0.749,0.837,0.739
185,421060,Massaranduba,SC,0.774,0.749,0.867,0.714
185,354970,Sao Jose do Rio Pardo,SP,0.774,0.744,0.868,0.717
185,410840,Francisco Beltrao,PR,0.774,0.758,0.844,0.726
185,411460,Marechal Candido Rondon,PR,0.774,0.782,0.842,0.704
185,315250,Pouso Alegre,MG,0.774,0.755,0.872,0.704
185,421180,Ouro,SC,0.774,0.774,0.884,0.677
185,421835,Treviso,SC,0.774,0.737,0.882,0.714
185,421760,Sideropolis,SC,0.774,0.751,0.88,0.701
197,330452,Rio das Ostras,RJ,0.773,0.784,0.854,0.689
197,431680,Santa Cruz do Sul,RS,0.773,0.782,0.852,0.693
197,353800,Pindamonhangaba,SP,0.773,0.745,0.843,0.736
197,431400,Parai,RS,0.773,0.787,0.866,0.679
197,432280,Veranopolis,RS,0.773,0.797,0.838,0.692
197,352390,Itu,SP,0.773,0.782,0.854,0.692
197,353390,Olimpia,SP,0.773,0.737,0.867,0.724
197,310350,Araguari,MG,0.773,0.74,0.871,0.716
197,350420,Auriflama,SP,0.773,0.746,0.84,0.738
197,421755,Serra Alta,SC,0.773,0.758,0.879,0.694
197,352930,Matao,SP,0.773,0.766,0.847,0.713
197,354720,Santana da Ponte Pensa,SP,0.773,0.751,0.84,0.733
197,355130,Sebastianopolis do Sul,SP,0.773,0.748,0.835,0.74
210,354765,Santa Salete,SP,0.772,0.712,0.864,0.748
210,353100,Moncoes,SP,0.772,0.731,0.814,0.773
210,261160,Recife,PE,0.772,0.798,0.825,0.698
210,431750,Santo Angelo,RS,0.772,0.765,0.863,0.696
210,317010,Uberaba,MG,0.772,0.772,0.845,0.705
210,354490,Sales Oliveira,SP,0.772,0.738,0.845,0.739
210,355070,Sao Sebastiao,SP,0.772,0.747,0.875,0.703
210,421900,Urussanga,SC,0.772,0.756,0.876,0.695
210,430090,Aratiba,RS,0.772,0.801,0.856,0.67
210,310400,Araxa,MG,0.772,0.756,0.858,0.709
220,313130,Ipatinga,MG,0.771,0.752,0.864,0.705
220,420800,Ita,SC,0.771,0.747,0.879,0.698
220,355500,Tupa,SP,0.771,0.764,0.852,0.704
220,420945,Lajeado Grande,SC,0.771,0.75,0.858,0.712
220,352880,Maracai,SP,0.771,0.711,0.85,0.758
220,353980,Poa,SP,0.771,0.71,0.856,0.754
220,330630,Volta Redonda,RJ,0.771,0.763,0.833,0.72
227,314330,Montes Claros,MG,0.77,0.707,0.868,0.744
227,352800,Macatuba,SP,0.77,0.763,0.859,0.697
227,353410,Oriente,SP,0.77,0.717,0.837,0.761
227,353475,Ouroeste,SP,0.77,0.717,0.866,0.736
227,280030,Aracaju,SE,0.77,0.784,0.823,0.708
227,354760,Santa Rosa de Viterbo,SP,0.77,0.746,0.868,0.704
227,355645,Vargem Grande Paulista,SP,0.77,0.755,0.884,0.683
227,316870,Timoteo,MG,0.77,0.737,0.836,0.742
227,420150,Armazem,SC,0.77,0.743,0.882,0.698
227,421390,Presidente Castello Branco,SC,0.77,0.813,0.883,0.637
227,420930,Lages,SC,0.77,0.755,0.867,0.697
238,355280,Taboao da Serra,SP,0.769,0.742,0.863,0.71
238,431720,Santa Rosa,RS,0.769,0.752,0.871,0.693
238,430100,Arroio do Meio,RS,0.769,0.75,0.86,0.706
238,421740,Schroeder,SC,0.769,0.75,0.855,0.71
238,421600,Sao Carlos,SC,0.769,0.763,0.867,0.688
238,355510,Tupi Paulista,SP,0.769,0.762,0.835,0.715
238,353710,Pedreira,SP,0.769,0.75,0.864,0.701
238,351670,Garca,SP,0.769,0.737,0.849,0.728
238,351280,Cosmopolis,SP,0.769,0.746,0.876,0.697
238,350960,Campo Limpo Paulista,SP,0.769,0.733,0.84,0.739
238,310560,Barbacena,MG,0.769,0.751,0.881,0.687
249,432190,Tres Passos,RS,0.768,0.745,0.858,0.71
249,355100,Sao Vicente,SP,0.768,0.738,0.857,0.716
249,354240,Regente Feijo,SP,0.768,0.735,0.818,0.752
249,350640,Bilac,SP,0.768,0.743,0.845,0.722
249,421160,Nova Veneza,SC,0.768,0.741,0.869,0.703
249,355060,Sao Roque,SP,0.768,0.765,0.863,0.687
249,211130,Sao Luis,MA,0.768,0.741,0.813,0.752
249,421040,Maracaja,SC,0.768,0.752,0.861,0.699
249,353130,Monte Alto,SP,0.768,0.746,0.859,0.707
249,330420,Resende,RJ,0.768,0.762,0.839,0.709
249,411790,Palotina,PR,0.768,0.76,0.864,0.689
249,431295,Nova Boa Vista,RS,0.768,0.764,0.836,0.708
249,412770,Toledo,PR,0.768,0.755,0.855,0.702
249,510525,Lucas do Rio Verde,MT,0.768,0.766,0.833,0.71
249,431900,Sao Marcos,RS,0.768,0.775,0.855,0.683
249,352010,Igarapava,SP,0.768,0.809,0.835,0.671
265,430680,Encantado,RS,0.767,0.764,0.858,0.687
265,420395,Capivari de Baixo,SC,0.767,0.724,0.87,0.716
265,350450,Avare,SP,0.767,0.751,0.866,0.695
265,355700,Votorantim,SP,0.767,0.72,0.838,0.747
265,353420,Orindiuva,SP,0.767,0.719,0.824,0.762
265,430780,Estrela,RS,0.767,0.776,0.85,0.684
265,410720,Dois Vizinhos,PR,0.767,0.747,0.85,0.711
265,431346,Novo Xingu,RS,0.767,0.749,0.85,0.708
265,355160,Serra Negra,SP,0.767,0.764,0.873,0.676
274,352720,Lorena,SP,0.766,0.736,0.856,0.713
274,431740,Santiago,RS,0.766,0.746,0.882,0.682
274,421260,Peritiba,SC,0.766,0.762,0.882,0.669
274,430467,Capivari do Sul,RS,0.766,0.805,0.836,0.668
274,353990,Poloni,SP,0.766,0.736,0.853,0.717
274,240325,Parnamirim,RN,0.766,0.75,0.825,0.726
274,351130,Cedral,SP,0.766,0.749,0.872,0.689
274,520510,Catalao,GO,0.766,0.769,0.819,0.715
274,431330,Nova Prata,RS,0.766,0.782,0.839,0.686
274,352940,Maua,SP,0.766,0.721,0.852,0.733
274,355090,Sao Simao,SP,0.766,0.732,0.852,0.722
274,430470,Carazinho,RS,0.766,0.756,0.84,0.707
274,353740,Pereira Barreto,SP,0.766,0.728,0.845,0.732
274,350115,Aluminio,SP,0.766,0.729,0.841,0.732
274,411160,Ivatuba,PR,0.766,0.718,0.837,0.748
289,430940,Guapore,RS,0.765,0.781,0.837,0.685
289,430558,Colinas,RS,0.765,0.786,0.84,0.678
289,314800,Patos de Minas,MG,0.765,0.749,0.855,0.698
289,421140,Nova Erechim,SC,0.765,0.767,0.851,0.686
289,330270,Marica,RJ,0.765,0.761,0.85,0.692
289,420730,Imbituba,SC,0.765,0.734,0.868,0.703
289,355250,Suzano,SP,0.765,0.708,0.873,0.723
289,350410,Atibaia,SP,0.765,0.786,0.851,0.67
289,420590,Gaspar,SC,0.765,0.77,0.889,0.655
289,352410,Ituverava,SP,0.765,0.768,0.841,0.694
289,431265,Nao-Me-Toque,RS,0.765,0.784,0.847,0.673
289,421610,Sao Domingos,SC,0.765,0.769,0.861,0.675
289,431000,Ibiruba,RS,0.765,0.786,0.848,0.671
289,353290,Nova Europa,SP,0.765,0.718,0.869,0.718
289,430750,Espumoso,RS,0.765,0.747,0.884,0.677
304,352680,Lencois Paulista,SP,0.764,0.743,0.837,0.717
304,314590,Ouro Branco,MG,0.764,0.753,0.872,0.68
304,431620,Rondinha,RS,0.764,0.78,0.842,0.678
304,171610,Paraiso do Tocantins,TO,0.764,0.759,0.831,0.706
304,350860,Cachoeira Paulista,SP,0.764,0.733,0.837,0.728
304,420160,Arroio Trinta,SC,0.764,0.781,0.873,0.653
304,431033,Imbe,RS,0.764,0.825,0.847,0.638
304,431755,Santo Antonio do Palma,RS,0.764,0.787,0.853,0.665
304,421930,Videira,SC,0.764,0.772,0.857,0.675
304,430520,Cerro Largo,RS,0.764,0.752,0.849,0.698
304,312230,Divinopolis,MG,0.764,0.753,0.844,0.702
304,430910,Gramado,RS,0.764,0.783,0.861,0.662
304,431971,Sao Valentim do Sul,RS,0.764,0.776,0.848,0.677
304,330240,Macae,RJ,0.764,0.792,0.828,0.681
304,431235,Montauri,RS,0.764,0.79,0.852,0.662
304,354425,Rosana,SP,0.764,0.749,0.818,0.728
320,354150,Presidente Venceslau,SP,0.763,0.749,0.837,0.708
320,430195,Barra Funda,RS,0.763,0.731,0.856,0.71
320,411990,Ponta Grossa,PR,0.763,0.755,0.837,0.703
320,350810,Buritama,SP,0.763,0.736,0.839,0.72
320,250750,Joao Pessoa,PB,0.763,0.77,0.832,0.693
320,351650,Gabriel Monteiro,SP,0.763,0.721,0.809,0.762
320,351820,Guararapes,SP,0.763,0.727,0.84,0.726
320,411580,Medianeira,PR,0.763,0.762,0.849,0.686
320,240810,Natal,RN,0.763,0.768,0.835,0.694
320,430786,Fagundes Varela,RS,0.763,0.773,0.852,0.674
320,351880,Guarulhos,SP,0.763,0.746,0.831,0.717
320,431937,Sao Pedro do Butia,RS,0.763,0.76,0.843,0.694
320,352230,Itapetininga,SP,0.763,0.728,0.864,0.705
320,411840,Paranavai,PR,0.763,0.75,0.844,0.703
320,431805,Sao Domingos do Sul,RS,0.763,0.78,0.839,0.68
335,355240,Sumare,SP,0.762,0.744,0.845,0.705
335,412635,Serranopolis do Iguacu,PR,0.762,0.778,0.859,0.662
335,352260,Itapira,SP,0.762,0.75,0.852,0.692
335,352400,Itupeva,SP,0.762,0.75,0.844,0.699
335,354640,Santa Cruz do Rio Pardo,SP,0.762,0.744,0.867,0.686
335,430220,Boa Vista do Burica,RS,0.762,0.761,0.834,0.697
335,353030,Mirassol,SP,0.762,0.748,0.846,0.698
335,353050,Mococa,SP,0.762,0.756,0.827,0.709
335,354940,Sao Joaquim da Barra,SP,0.762,0.74,0.847,0.706
335,353460,Osvaldo Cruz,SP,0.762,0.74,0.837,0.713
335,353550,Paraguacu Paulista,SP,0.762,0.717,0.836,0.739
335,432150,Torres,RS,0.762,0.75,0.862,0.685
335,421620,Sao Francisco do Sul,SC,0.762,0.74,0.856,0.699
335,430630,David Canabarro,RS,0.762,0.74,0.87,0.688
335,431643,Saldanha Marinho,RS,0.762,0.745,0.841,0.706
350,355170,Sertaozinho,SP,0.761,0.768,0.855,0.672
350,330187,Iguaba Grande,RJ,0.761,0.744,0.841,0.704
350,352060,Indiana,SP,0.761,0.714,0.843,0.733
350,350590,Batatais,SP,0.761,0.766,0.84,0.685
350,421985,Zortea,SC,0.761,0.752,0.885,0.661
350,420845,Itapoa,SC,0.761,0.739,0.874,0.682
350,412810,Umuarama,PR,0.761,0.755,0.836,0.698
350,310160,Alfenas,MG,0.761,0.737,0.841,0.712
350,431390,Panambi,RS,0.761,0.752,0.848,0.691
350,432340,Vila Maria,RS,0.761,0.791,0.839,0.664
350,431308,Nova Padua,RS,0.761,0.762,0.852,0.678
350,311830,Conselheiro Lafaiete,MG,0.761,0.736,0.86,0.697
350,421625,Sao Joao do Oeste,SC,0.761,0.756,0.873,0.668
350,410753,Entre Rios do Oeste,PR,0.761,0.778,0.826,0.686
350,421780,Taio,SC,0.761,0.749,0.879,0.67
350,354740,Santa Rita D'Oeste,SP,0.761,0.711,0.839,0.74
366,431053,Itaara,RS,0.76,0.761,0.841,0.687
366,520850,Goiandira,GO,0.76,0.711,0.849,0.727
366,421350,Porto Belo,SC,0.76,0.75,0.886,0.66
366,351370,Descalvado,SP,0.76,0.74,0.865,0.687
366,355320,Taiuva,SP,0.76,0.732,0.835,0.718
366,432040,Serafina Correa,RS,0.76,0.755,0.843,0.69
366,352500,Jandira,SP,0.76,0.738,0.841,0.706
366,432090,Tapejara,RS,0.76,0.763,0.837,0.688
366,430850,Frederico Westphalen,RS,0.76,0.754,0.846,0.688
366,354560,Santa Adelia,SP,0.76,0.75,0.835,0.702
366,421090,Modelo,SC,0.76,0.751,0.886,0.659
366,420140,Ararangua,SC,0.76,0.745,0.853,0.691
366,430380,Campinas do Sul,RS,0.76,0.753,0.842,0.691
366,412230,Rio Negro,PR,0.76,0.721,0.863,0.705
366,316720,Sete Lagoas,MG,0.76,0.742,0.84,0.705
366,351520,Estrela D'Oeste,SP,0.76,0.712,0.873,0.705
366,421800,Tijucas,SC,0.76,0.747,0.873,0.672
383,421400,Presidente Getulio,SC,0.759,0.764,0.874,0.654
383,420765,Ipora do Oeste,SC,0.759,0.743,0.847,0.695
383,170950,Gurupi,TO,0.759,0.736,0.843,0.706
383,410640,Cornelio Procopio,PR,0.759,0.746,0.848,0.692
383,355650,Varzea Paulista,SP,0.759,0.72,0.863,0.705
383,355365,Taquaral,SP,0.759,0.742,0.823,0.716
383,354450,Rubineia,SP,0.759,0.713,0.844,0.726
383,354400,Rio das Pedras,SP,0.759,0.741,0.842,0.7
383,353730,Penapolis,SP,0.759,0.748,0.859,0.68
383,292740,Salvador,BA,0.759,0.772,0.835,0.679
383,353120,Monte Alegre do Sul,SP,0.759,0.752,0.858,0.678
383,352080,Inubia Paulista,SP,0.759,0.688,0.849,0.75
383,431301,Nova Candelaria,RS,0.759,0.794,0.856,0.643
383,351050,Caraguatatuba,SP,0.759,0.735,0.845,0.705
383,431775,Santo Antonio do Planalto,RS,0.759,0.701,0.885,0.705
383,316370,Sao Lourenco,MG,0.759,0.746,0.871,0.673
383,432180,Tres de Maio,RS,0.759,0.756,0.834,0.694
400,430560,Colorado,RS,0.758,0.775,0.835,0.674
400,411710,Nova Londrina,PR,0.758,0.735,0.856,0.691
400,412550,Sao Jose dos Pinhais,PR,0.758,0.749,0.859,0.678
400,353880,Piraju,SP,0.758,0.74,0.843,0.699
400,351240,Cordeiropolis,SP,0.758,0.754,0.858,0.674
400,421310,Piratuba,SC,0.758,0.736,0.829,0.714
400,316250,Sao Joao Del Rei,MG,0.758,0.733,0.86,0.69
400,431442,Picada Cafe,RS,0.758,0.738,0.842,0.701
400,354060,Porto Feliz,SP,0.758,0.737,0.836,0.706
400,430080,Antonio Prado,RS,0.758,0.777,0.835,0.671
400,411000,Iguaracu,PR,0.758,0.714,0.833,0.732
400,411535,Maripa,PR,0.758,0.736,0.866,0.684
400,420670,Herval D'Oeste,SC,0.758,0.74,0.859,0.684
400,350130,Alvares Machado,SP,0.758,0.712,0.834,0.732
400,510622,Nova Mutum,MT,0.758,0.773,0.837,0.673
400,420530,Faxinal dos Guedes,SC,0.758,0.746,0.863,0.676
400,430925,Guabiju,RS,0.758,0.831,0.857,0.612
400,313380,Itauna,MG,0.758,0.749,0.85,0.685
400,313620,Joao Monlevade,MG,0.758,0.724,0.849,0.708
400,351560,Fernando Prestes,SP,0.758,0.746,0.859,0.68
420,430645,Dois Lajeados,RS,0.757,0.775,0.837,0.67
420,410430,Campo Mourao,PR,0.757,0.749,0.841,0.689
420,420620,Gravatal,SC,0.757,0.726,0.877,0.681
420,430530,Chapada,RS,0.757,0.752,0.849,0.679
420,421190,Palhoca,SC,0.757,0.752,0.859,0.672
420,432255,Vanini,RS,0.757,0.736,0.836,0.704
420,421560,Santa Rosa de Lima,SC,0.757,0.726,0.843,0.71
420,420380,Canoinhas,SC,0.757,0.717,0.874,0.692
420,354120,Presidente Bernardes,SP,0.757,0.718,0.839,0.719
420,314930,Pedro Leopoldo,MG,0.757,0.723,0.856,0.7
420,354805,Santo Antonio do Aracangua,SP,0.757,0.71,0.84,0.728
420,430760,Estancia Velha,RS,0.757,0.749,0.887,0.652
420,351380,Diadema,SP,0.757,0.717,0.844,0.716
420,351200,Colina,SP,0.757,0.72,0.845,0.712
420,353850,Piquete,SP,0.757,0.711,0.823,0.74
420,350055,Aguas de Santa Barbara,SP,0.757,0.744,0.84,0.695
420,521190,Jatai,GO,0.757,0.774,0.856,0.656
420,432370,Vista Gaucha,RS,0.757,0.774,0.839,0.669
420,430310,Cachoeirinha,RS,0.757,0.749,0.857,0.675
420,431514,Presidente Lucena,RS,0.757,0.727,0.885,0.674
440,313170,Itabira,MG,0.756,0.729,0.873,0.678
440,431535,Quinze de Novembro,RS,0.756,0.783,0.841,0.655
