Posicao,ID,name,UF,IDHM2000,IDHMRenda2000,IDHMLongevidade2000,IDHMEducacao2000
34,431280,Nova Araca,RS,0.732,0.779,0.832,0.605
35,353715,Pedrinhas Paulista,SP,0.73,0.713,0.832,0.656
36,350400,Assis,SP,0.728,0.739,0.806,0.648
36,351550,Fernandopolis,SP,0.728,0.724,0.838,0.637
38,420240,Blumenau,SC,0.727,0.761,0.826,0.611
39,310620,Belo Horizonte,MG,0.726,0.792,0.784,0.617
40,530010,Brasilia,DF,0.725,0.805,0.814,0.582
40,352900,Marilia,SP,0.725,0.746,0.802,0.638
40,430960,Horizontina,RS,0.725,0.695,0.85,0.645
43,430480,Carlos Barbosa,RS,0.724,0.756,0.82,0.612
44,355710,Votuporanga,SP,0.723,0.744,0.815,0.624
44,352710,Lins,SP,0.723,0.746,0.816,0.62
46,354910,Sao Joao da Boa Vista,SP,0.722,0.741,0.833,0.61
46,353650,Paulinia,SP,0.722,0.776,0.804,0.603
48,354750,Santa Rita do Passa Quatro,SP,0.721,0.765,0.809,0.606
48,350010,Adamantina,SP,0.721,0.718,0.811,0.644
48,421870,Tubarao,SC,0.721,0.731,0.843,0.607
48,355220,Sorocaba,SP,0.721,0.757,0.806,0.615
52,420290,Brusque,SC,0.72,0.744,0.854,0.588
53,354000,Pompeia,SP,0.719,0.699,0.833,0.639
54,351840,Guaratingueta,SP,0.718,0.739,0.796,0.628
54,354330,Ribeirao Pires,SP,0.718,0.726,0.813,0.626
54,421660,Sao Jose,SC,0.718,0.748,0.835,0.593
54,353080,Moji Mirim,SP,0.718,0.745,0.81,0.614
54,412085,Quatro Pontes,PR,0.718,0.689,0.773,0.694
54,350750,Botucatu,SP,0.718,0.748,0.797,0.62
60,351440,Dracena,SP,0.717,0.724,0.836,0.609
60,411850,Pato Branco,PR,0.717,0.727,0.803,0.631
60,350210,Andradina,SP,0.717,0.72,0.805,0.635
63,330455,Rio de Janeiro,RJ,0.716,0.803,0.754,0.607
63,411370,Londrina,PR,0.716,0.753,0.796,0.612
63,315180,Pocos de Caldas,MG,0.716,0.753,0.85,0.574
63,350190,Amparo,SP,0.716,0.754,0.814,0.598
67,352470,Jaguariuna,SP,0.715,0.738,0.834,0.594
67,431690,Santa Maria,RS,0.715,0.748,0.828,0.591
67,353930,Pirassununga,SP,0.715,0.738,0.817,0.607
67,431140,Lajeado,RS,0.715,0.741,0.832,0.592
67,520870,Goiania,GO,0.715,0.776,0.796,0.591
72,410753,Entre Rios do Oeste,PR,0.714,0.724,0.794,0.634
73,355510,Tupi Paulista,SP,0.713,0.701,0.817,0.632
73,354730,Santana de Parnaiba,SP,0.713,0.848,0.805,0.53
73,351150,Cerquilho,SP,0.713,0.745,0.813,0.599
76,430860,Garibaldi,RS,0.712,0.76,0.82,0.579
76,430210,Bento Goncalves,RS,0.712,0.762,0.833,0.569
76,421740,Schroeder,SC,0.712,0.747,0.79,0.611
79,420910,Joinville,SC,0.711,0.739,0.869,0.56
80,350550,Barretos,SP,0.71,0.736,0.804,0.604
80,353870,Piracicaba,SP,0.71,0.759,0.81,0.581
80,420430,Concordia,SC,0.71,0.729,0.837,0.587
80,350330,Araras,SP,0.71,0.728,0.832,0.591
84,350640,Bilac,SP,0.709,0.7,0.842,0.605
84,353030,Mirassol,SP,0.709,0.71,0.826,0.609
84,320520,Vila Velha,ES,0.709,0.755,0.784,0.603
87,421320,Pomerode,SC,0.708,0.733,0.834,0.581
87,420757,Iomere,SC,0.708,0.724,0.823,0.595
89,351240,Cordeiropolis,SP,0.706,0.725,0.849,0.571
89,353440,Osasco,SP,0.706,0.736,0.806,0.592
89,354660,Santa Fe do Sul,SP,0.706,0.721,0.809,0.603
89,350530,Barra Bonita,SP,0.706,0.725,0.807,0.602
93,430510,Caxias do Sul,RS,0.705,0.771,0.817,0.556
93,420830,Itapema,SC,0.705,0.771,0.819,0.555
93,353340,Nova Odessa,SP,0.705,0.712,0.826,0.596
93,421720,Sao Miguel do Oeste,SC,0.705,0.695,0.851,0.593
93,353460,Osvaldo Cruz,SP,0.705,0.701,0.789,0.633
93,411460,Marechal Candido Rondon,PR,0.705,0.711,0.804,0.612
93,355480,Tremembe,SP,0.705,0.733,0.82,0.582
93,351110,Catanduva,SP,0.705,0.731,0.799,0.601
93,352530,Jau,SP,0.705,0.738,0.803,0.592
93,350570,Barueri,SP,0.705,0.775,0.796,0.567
93,352340,Itatiba,SP,0.705,0.749,0.816,0.574
93,350480,Balsamo,SP,0.705,0.752,0.833,0.56
105,353140,Monte Aprazivel,SP,0.704,0.706,0.806,0.614
105,355160,Serra Negra,SP,0.704,0.762,0.815,0.561
105,352050,Indaiatuba,SP,0.704,0.757,0.804,0.573
105,411535,Maripa,PR,0.704,0.69,0.822,0.614
105,411790,Palotina,PR,0.704,0.72,0.818,0.593
105,351340,Cruzeiro,SP,0.704,0.699,0.808,0.618
111,350650,Birigui,SP,0.703,0.726,0.791,0.605
111,313670,Juiz de Fora,MG,0.703,0.746,0.784,0.594
111,353130,Monte Alto,SP,0.703,0.718,0.821,0.59
111,420460,Criciuma,SC,0.703,0.741,0.8,0.586
111,421060,Massaranduba,SC,0.703,0.707,0.853,0.576
116,317020,Uberlandia,MG,0.702,0.734,0.802,0.587
116,317070,Varginha,MG,0.702,0.731,0.817,0.58
116,432280,Veranopolis,RS,0.702,0.753,0.831,0.554
119,353060,Mogi das Cruzes,SP,0.701,0.734,0.796,0.589
119,353430,Orlandia,SP,0.701,0.714,0.823,0.587
119,431410,Passo Fundo,RS,0.701,0.741,0.803,0.58
119,353260,Nhandeara,SP,0.701,0.698,0.807,0.612
119,353070,Mogi Guacu,SP,0.701,0.719,0.814,0.588
119,354150,Presidente Venceslau,SP,0.701,0.725,0.809,0.588
119,352410,Ituverava,SP,0.701,0.724,0.809,0.587
119,354970,Sao Jose do Rio Pardo,SP,0.701,0.71,0.821,0.592
127,351370,Descalvado,SP,0.7,0.721,0.819,0.58
127,420920,Lacerdopolis,SC,0.7,0.76,0.842,0.535
127,411160,Ivatuba,PR,0.7,0.685,0.765,0.655
127,352440,Jacarei,SP,0.7,0.72,0.798,0.597
127,352480,Jales,SP,0.7,0.707,0.819,0.593
127,430680,Encantado,RS,0.7,0.719,0.852,0.561
127,353990,Poloni,SP,0.7,0.695,0.817,0.604
127,352690,Limeira,SP,0.7,0.726,0.797,0.593
135,353980,Poa,SP,0.699,0.697,0.785,0.624
135,352430,Jaboticabal,SP,0.699,0.734,0.808,0.577
135,316370,Sao Lourenco,MG,0.699,0.739,0.836,0.552
135,352720,Lorena,SP,0.699,0.708,0.816,0.591
135,351080,Casa Branca,SP,0.699,0.715,0.823,0.581
140,350520,Bariri,SP,0.698,0.711,0.846,0.565
140,430910,Gramado,RS,0.698,0.737,0.842,0.548
140,355450,Tiete,SP,0.698,0.748,0.816,0.557
140,421480,Rio do Sul,SC,0.698,0.733,0.795,0.583
140,421900,Urussanga,SC,0.698,0.713,0.858,0.557
145,352390,Itu,SP,0.697,0.748,0.802,0.564
145,355320,Taiuva,SP,0.697,0.7,0.817,0.592
145,431320,Nova Petropolis,RS,0.697,0.74,0.852,0.536
145,431080,Ivoti,RS,0.697,0.73,0.84,0.552
145,352680,Lencois Paulista,SP,0.697,0.716,0.821,0.577
145,421003,Luzerna,SC,0.697,0.713,0.852,0.557
151,431740,Santiago,RS,0.696,0.693,0.835,0.583
151,353470,Ourinhos,SP,0.696,0.712,0.815,0.58
151,430700,Erechim,RS,0.696,0.72,0.82,0.57
154,431300,Nova Brescia,RS,0.695,0.77,0.832,0.523
154,316870,Timoteo,MG,0.695,0.691,0.811,0.598
154,350590,Batatais,SP,0.695,0.723,0.829,0.559
154,350610,Bebedouro,SP,0.695,0.712,0.818,0.576
154,420425,Cocal do Sul,SC,0.695,0.682,0.822,0.6
154,350050,Aguas de Lindoia,SP,0.695,0.741,0.842,0.539
154,431900,Sao Marcos,RS,0.695,0.731,0.835,0.551
161,430645,Dois Lajeados,RS,0.694,0.736,0.821,0.552
161,260545,Fernando de Noronha,PE,0.694,0.792,0.829,0.509
161,412770,Toledo,PR,0.694,0.697,0.798,0.6
161,353800,Pindamonhangaba,SP,0.694,0.71,0.809,0.583
161,350850,Cacapava,SP,0.694,0.724,0.817,0.565
161,352042,Ilha Comprida,SP,0.694,0.705,0.79,0.6
167,354520,Salto,SP,0.693,0.714,0.813,0.573
167,353250,Neves Paulista,SP,0.693,0.7,0.799,0.596
167,351300,Cotia,SP,0.693,0.754,0.798,0.554
167,431775,Santo Antonio do Planalto,RS,0.693,0.642,0.858,0.605
167,430770,Esteio,RS,0.693,0.725,0.821,0.56
172,411840,Paranavai,PR,0.692,0.698,0.803,0.59
172,317010,Uberaba,MG,0.692,0.738,0.816,0.55
172,431265,Nao-Me-Toque,RS,0.692,0.716,0.817,0.566
172,410480,Cascavel,PR,0.692,0.718,0.803,0.574
172,510340,Cuiaba,MT,0.692,0.756,0.761,0.577
172,350040,Aguas da Prata,SP,0.692,0.714,0.807,0.575
172,355170,Sertaozinho,SP,0.692,0.737,0.816,0.552
179,313240,Itajuba,MG,0.691,0.717,0.785,0.587
179,354620,Santa Cruz da Conceicao,SP,0.691,0.714,0.844,0.547
179,354240,Regente Feijo,SP,0.691,0.69,0.797,0.601
179,430790,Farroupilha,RS,0.691,0.74,0.82,0.543
179,355500,Tupa,SP,0.691,0.717,0.818,0.563
184,355060,Sao Roque,SP,0.69,0.748,0.821,0.535
184,411360,Lobato,PR,0.69,0.676,0.768,0.632
184,351330,Cruzalia,SP,0.69,0.677,0.776,0.624
184,430100,Arroio do Meio,RS,0.69,0.724,0.819,0.555
184,353850,Piquete,SP,0.69,0.685,0.798,0.6
184,421820,Timbo,SC,0.69,0.735,0.808,0.554
184,431036,Imigrante,RS,0.69,0.712,0.818,0.565
184,431805,Sao Domingos do Sul,RS,0.69,0.695,0.83,0.57
184,315250,Pouso Alegre,MG,0.69,0.734,0.803,0.558
193,432360,Vista Alegre do Prata,RS,0.689,0.69,0.842,0.564
193,350250,Aparecida,SP,0.689,0.703,0.797,0.583
193,431643,Saldanha Marinho,RS,0.689,0.718,0.831,0.549
193,410640,Cornelio Procopio,PR,0.689,0.7,0.776,0.603
193,355280,Taboao da Serra,SP,0.689,0.724,0.81,0.557
193,431330,Nova Prata,RS,0.689,0.732,0.814,0.55
193,355090,Sao Simao,SP,0.689,0.703,0.816,0.569
193,355100,Sao Vicente,SP,0.689,0.711,0.797,0.576
201,351620,Franca,SP,0.688,0.721,0.807,0.56
201,351905,Holambra,SP,0.688,0.764,0.831,0.512
201,430490,Casca,RS,0.688,0.735,0.812,0.545
201,354070,Porto Ferreira,SP,0.688,0.71,0.773,0.594
201,420820,Itajai,SC,0.688,0.733,0.787,0.565
201,354580,Santa Barbara D'Oeste,SP,0.688,0.706,0.816,0.566
201,350460,Bady Bassitt,SP,0.688,0.7,0.77,0.603
201,431308,Nova Padua,RS,0.688,0.778,0.842,0.498
201,355700,Votorantim,SP,0.688,0.695,0.794,0.59
201,431390,Panambi,RS,0.688,0.7,0.831,0.559
201,354425,Rosana,SP,0.688,0.694,0.794,0.59
212,350900,Caieiras,SP,0.687,0.706,0.811,0.567
212,350760,Braganca Paulista,SP,0.687,0.738,0.796,0.552
212,352930,Matao,SP,0.687,0.701,0.798,0.58
212,352260,Itapira,SP,0.687,0.722,0.808,0.556
212,420280,Braco do Norte,SC,0.687,0.751,0.816,0.528
212,351820,Guararapes,SP,0.687,0.68,0.774,0.617
212,352140,Iracemapolis,SP,0.687,0.737,0.803,0.548
219,312230,Divinopolis,MG,0.686,0.706,0.827,0.554
219,354100,Praia Grande,SP,0.686,0.732,0.801,0.551
219,355600,Urupes,SP,0.686,0.684,0.794,0.595
219,354940,Sao Joaquim da Barra,SP,0.686,0.713,0.803,0.564
219,431843,Sao Joao do Polesine,RS,0.686,0.709,0.767,0.593
219,353390,Olimpia,SP,0.686,0.718,0.801,0.561
219,432190,Tres Passos,RS,0.686,0.671,0.846,0.569
219,314590,Ouro Branco,MG,0.686,0.685,0.784,0.601
219,353730,Penapolis,SP,0.686,0.721,0.806,0.556
228,351670,Garca,SP,0.685,0.695,0.783,0.59
228,352700,Lindoia,SP,0.685,0.715,0.819,0.549
228,431750,Santo Angelo,RS,0.685,0.707,0.814,0.558
228,351050,Caraguatatuba,SP,0.685,0.709,0.81,0.56
228,431720,Santa Rosa,RS,0.685,0.696,0.839,0.551
228,350200,Analandia,SP,0.685,0.7,0.808,0.568
228,313380,Itauna,MG,0.685,0.699,0.828,0.555
228,421050,Maravilha,SC,0.685,0.689,0.819,0.57
228,420650,Guaramirim,SC,0.685,0.687,0.822,0.569
237,314480,Nova Lima,MG,0.684,0.746,0.791,0.543
237,354770,Santo Anastacio,SP,0.684,0.671,0.803,0.593
237,313130,Ipatinga,MG,0.684,0.697,0.787,0.583
237,353450,Oscar Bressane,SP,0.684,0.678,0.765,0.617
237,432050,Sertao,RS,0.684,0.676,0.83,0.571
242,354720,Santana da Ponte Pensa,SP,0.683,0.661,0.832,0.58
242,430080,Antonio Prado,RS,0.683,0.744,0.768,0.558
242,412635,Serranopolis do Iguacu,PR,0.683,0.677,0.816,0.577
242,431020,Ijui,RS,0.683,0.709,0.819,0.548
242,350450,Avare,SP,0.683,0.727,0.813,0.538
242,421930,Videira,SC,0.683,0.706,0.835,0.54
242,410840,Francisco Beltrao,PR,0.683,0.696,0.796,0.576
242,430850,Frederico Westphalen,RS,0.683,0.689,0.813,0.569
242,353940,Piratininga,SP,0.683,0.716,0.806,0.553
242,310400,Araxa,MG,0.683,0.711,0.771,0.582
252,420420,Chapeco,SC,0.682,0.713,0.807,0.551
252,330630,Volta Redonda,RJ,0.682,0.717,0.763,0.58
252,431680,Santa Cruz do Sul,RS,0.682,0.732,0.82,0.529
252,350115,Aluminio,SP,0.682,0.693,0.758,0.603
252,352850,Mairipora,SP,0.682,0.751,0.801,0.527
257,352570,Jose Bonifacio,SP,0.681,0.711,0.803,0.553
257,411710,Nova Londrina,PR,0.681,0.672,0.803,0.585
257,432150,Torres,RS,0.681,0.702,0.846,0.532
257,351518,Espirito Santo do Pinhal,SP,0.681,0.716,0.83,0.531
261,412810,Umuarama,PR,0.68,0.698,0.803,0.562
261,354220,Rancharia,SP,0.68,0.67,0.782,0.6
261,432377,Westfalia,RS,0.68,0.758,0.824,0.504
264,353010,Mirandopolis,SP,0.679,0.68,0.771,0.597
264,353350,Novo Horizonte,SP,0.679,0.691,0.827,0.548
264,351750,Guapiacu,SP,0.679,0.71,0.834,0.529
264,421580,Sao Bento do Sul,SC,0.679,0.703,0.843,0.529
264,352880,Maracai,SP,0.679,0.651,0.784,0.613
264,430610,Cruz Alta,RS,0.679,0.714,0.81,0.541
270,353050,Mococa,SP,0.678,0.694,0.805,0.559
270,432040,Serafina Correa,RS,0.678,0.728,0.805,0.531
270,431180,Marau,RS,0.678,0.715,0.805,0.541
270,350960,Campo Limpo Paulista,SP,0.678,0.711,0.805,0.544
270,410200,Assis Chateaubriand,PR,0.678,0.715,0.803,0.544
270,421570,Santo Amaro da Imperatriz,SC,0.678,0.687,0.83,0.547
270,412350,Santa Helena,PR,0.678,0.669,0.789,0.591
270,412230,Rio Negro,PR,0.678,0.673,0.804,0.577
270,431400,Parai,RS,0.678,0.731,0.82,0.521
270,352060,Indiana,SP,0.678,0.673,0.807,0.573
270,313820,Lavras,MG,0.678,0.715,0.79,0.551
270,351880,Guarulhos,SP,0.678,0.717,0.787,0.553
270,353290,Nova Europa,SP,0.678,0.68,0.814,0.563
270,430470,Carazinho,RS,0.678,0.701,0.764,0.583
270,420750,Indaial,SC,0.678,0.713,0.831,0.525
285,355040,Sao Pedro,SP,0.677,0.717,0.812,0.532
285,354450,Rubineia,SP,0.677,0.663,0.765,0.612
285,351520,Estrela D'Oeste,SP,0.677,0.67,0.807,0.573
285,431033,Imbe,RS,0.677,0.715,0.788,0.55
285,420630,Guabiruba,SC,0.677,0.709,0.849,0.515
285,350680,Bocaina,SP,0.677,0.695,0.833,0.536
285,354925,Sao Joao de Iracema,SP,0.677,0.69,0.76,0.591
285,317130,Vicosa,MG,0.677,0.707,0.785,0.559
285,430980,Ibiaca,RS,0.677,0.752,0.86,0.48
285,350420,Auriflama,SP,0.677,0.705,0.752,0.584
285,431335,Nova Roma do Sul,RS,0.677,0.703,0.827,0.533
285,432010,Sarandi,RS,0.677,0.687,0.821,0.549
297,430640,Dois Irmaos,RS,0.676,0.712,0.83,0.522
297,350860,Cachoeira Paulista,SP,0.676,0.682,0.813,0.557
297,431267,Nicolau Vergueiro,RS,0.676,0.65,0.83,0.573
297,411990,Ponta Grossa,PR,0.676,0.701,0.803,0.548
297,430780,Estrela,RS,0.676,0.707,0.824,0.531
302,310160,Alfenas,MG,0.675,0.72,0.809,0.527
302,353120,Monte Alegre do Sul,SP,0.675,0.71,0.836,0.518
302,410430,Campo Mourao,PR,0.675,0.682,0.776,0.582
302,351740,Guaira,SP,0.675,0.696,0.8,0.552
302,351460,Dumont,SP,0.675,0.718,0.79,0.543
302,350410,Atibaia,SP,0.675,0.756,0.804,0.506
302,314800,Patos de Minas,MG,0.675,0.694,0.816,0.542
302,421510,Rodeio,SC,0.675,0.692,0.818,0.543
310,430820,Flores da Cunha,RS,0.674,0.762,0.842,0.477
310,353900,Pirangi,SP,0.674,0.717,0.82,0.52
310,430760,Estancia Velha,RS,0.674,0.706,0.852,0.51
310,354625,Santa Cruz da Esperanca,SP,0.674,0.674,0.788,0.576
310,420930,Lages,SC,0.674,0.71,0.806,0.534
310,431290,Nova Bassano,RS,0.674,0.745,0.81,0.508
310,421950,Xanxere,SC,0.674,0.683,0.808,0.555
310,430925,Guabiju,RS,0.674,0.679,0.825,0.547
310,431000,Ibiruba,RS,0.674,0.733,0.799,0.523
310,354080,Potirendaba,SP,0.674,0.694,0.811,0.543
320,500270,Campo Grande,MS,0.673,0.736,0.757,0.548
320,310350,Araguari,MG,0.673,0.703,0.815,0.533
320,354765,Santa Salete,SP,0.673,0.627,0.847,0.575
320,316250,Sao Joao Del Rei,MG,0.673,0.679,0.826,0.544
320,432255,Vanini,RS,0.673,0.658,0.766,0.606
320,431046,Ipiranga do Sul,RS,0.673,0.687,0.862,0.514
320,310690,Bicas,MG,0.673,0.71,0.784,0.548
320,352830,Magda,SP,0.673,0.672,0.785,0.578
328,313620,Joao Monlevade,MG,0.672,0.657,0.827,0.558
328,412650,Sertanopolis,PR,0.672,0.706,0.763,0.563
328,420395,Capivari de Baixo,SC,0.672,0.651,0.817,0.57
328,352760,Luis Antonio,SP,0.672,0.691,0.802,0.548
328,350700,Boituva,SP,0.672,0.709,0.801,0.534
328,351910,Iacanga,SP,0.672,0.674,0.826,0.544
328,421400,Presidente Getulio,SC,0.672,0.693,0.828,0.53
328,430310,Cachoeirinha,RS,0.672,0.701,0.82,0.529
328,355400,Tatui,SP,0.672,0.71,0.81,0.528
328,354640,Santa Cruz do Rio Pardo,SP,0.672,0.714,0.801,0.53
338,355130,Sebastianopolis do Sul,SP,0.671,0.631,0.802,0.596
338,431340,Novo Hamburgo,RS,0.671,0.734,0.823,0.499
338,421600,Sao Carlos,SC,0.671,0.749,0.815,0.494
338,353530,Palmital,SP,0.671,0.739,0.772,0.53
338,431971,Sao Valentim do Sul,RS,0.671,0.711,0.84,0.505
338,354120,Presidente Bernardes,SP,0.671,0.666,0.776,0.584
338,431350,Osorio,RS,0.671,0.709,0.831,0.513
338,314920,Pedrinopolis,MG,0.671,0.673,0.8,0.561
346,350390,Aruja,SP,0.67,0.715,0.796,0.528
346,313310,Itanhandu,MG,0.67,0.693,0.797,0.544
346,420840,Itapiranga,SC,0.67,0.682,0.828,0.533
346,430235,Bom Principio,RS,0.67,0.696,0.806,0.535
346,410780,Florai,PR,0.67,0.656,0.816,0.562
346,420590,Gaspar,SC,0.67,0.722,0.813,0.513
346,430940,Guapore,RS,0.67,0.721,0.807,0.516
346,355520,Turiuba,SP,0.67,0.649,0.784,0.591
346,420160,Arroio Trinta,SC,0.67,0.662,0.851,0.535
346,314930,Pedro Leopoldo,MG,0.67,0.679,0.817,0.543
356,310420,Arcos,MG,0.669,0.672,0.825,0.541
356,353890,Pirajui,SP,0.669,0.675,0.838,0.529
356,430390,Campo Bom,RS,0.669,0.725,0.818,0.504
356,353420,Orindiuva,SP,0.669,0.687,0.773,0.564
356,430220,Boa Vista do Burica,RS,0.669,0.681,0.802,0.548
356,354010,Pongai,SP,0.669,0.694,0.792,0.545
356,350070,Agudos,SP,0.669,0.674,0.777,0.573
356,412530,Sao Jorge do Ivai,PR,0.669,0.678,0.768,0.574
356,352110,Ipeuna,SP,0.669,0.71,0.834,0.506
356,354690,Santa Lucia,SP,0.669,0.683,0.801,0.547
356,355630,Valparaiso,SP,0.669,0.685,0.753,0.58
356,350770,Brauna,SP,0.669,0.664,0.789,0.571
356,411722,Nova Santa Rosa,PR,0.669,0.66,0.782,0.581
356,313440,Iturama,MG,0.669,0.711,0.799,0.528
356,421760,Sideropolis,SC,0.669,0.704,0.785,0.541
356,410140,Apucarana,PR,0.669,0.685,0.803,0.545
356,410150,Arapongas,PR,0.669,0.693,0.773,0.558
356,421800,Tijucas,SC,0.669,0.736,0.796,0.51
374,431240,Montenegro,RS,0.668,0.724,0.839,0.491
374,351310,Cravinhos,SP,0.668,0.717,0.803,0.517
374,421850,Treze Tilias,SC,0.668,0.703,0.814,0.521
374,350055,Aguas de Santa Barbara,SP,0.668,0.697,0.831,0.515
374,355690,Vista Alegre do Alto,SP,0.668,0.737,0.787,0.514
374,353920,Pirapozinho,SP,0.668,0.69,0.778,0.556
374,353475,Ouroeste,SP,0.668,0.661,0.786,0.575
374,353210,Murutinga do Sul,SP,0.668,0.65,0.791,0.579
374,355340,Tanabi,SP,0.668,0.691,0.773,0.558
374,412640,Sertaneja,PR,0.668,0.664,0.774,0.581
384,353880,Piraju,SP,0.667,0.704,0.762,0.552
384,412795,Tupassi,PR,0.667,0.676,0.762,0.576
384,352500,Jandira,SP,0.667,0.691,0.797,0.538
384,431755,Santo Antonio do Palma,RS,0.667,0.699,0.844,0.503
384,316294,Sao Jose da Barra,MG,0.667,0.669,0.817,0.544
384,355470,Torrinha,SP,0.667,0.693,0.802,0.534
384,350020,Adolfo,SP,0.667,0.644,0.802,0.574
384,353710,Pedreira,SP,0.667,0.722,0.836,0.492
384,420945,Lajeado Grande,SC,0.667,0.674,0.838,0.525
384,353410,Oriente,SP,0.667,0.667,0.778,0.572
394,352810,Macaubal,SP,0.666,0.674,0.791,0.555
394,354830,Santo Expedito,SP,0.666,0.631,0.788,0.593
394,420140,Ararangua,SC,0.666,0.687,0.808,0.533
394,421540,Salto Veloso,SC,0.666,0.708,0.82,0.508
394,430195,Barra Funda,RS,0.666,0.631,0.794,0.59
394,351960,Ibitinga,SP,0.666,0.706,0.795,0.527
394,352010,Igarapava,SP,0.666,0.684,0.802,0.538
394,353280,Nova Alianca,SP,0.666,0.672,0.802,0.548
394,431937,Sao Pedro do Butia,RS,0.666,0.642,0.793,0.58
394,352950,Mendonca,SP,0.666,0.69,0.784,0.547
394,421360,Porto Uniao,SC,0.666,0.689,0.796,0.539
394,311830,Conselheiro Lafaiete,MG,0.666,0.669,0.771,0.573
394,410345,Cafelandia,PR,0.666,0.669,0.742,0.596
394,420150,Armazem,SC,0.666,0.679,0.808,0.539
408,350780,Brodowski,SP,0.665,0.701,0.818,0.512
408,352360,Itirapina,SP,0.665,0.706,0.783,0.533
408,310740,Bom Despacho,MG,0.665,0.706,0.786,0.529
408,354130,Presidente Epitacio,SP,0.665,0.689,0.761,0.56
408,430890,Getulio Vargas,RS,0.665,0.671,0.8,0.547
408,430380,Campinas do Sul,RS,0.665,0.678,0.796,0.545
408,351280,Cosmopolis,SP,0.665,0.699,0.807,0.521
408,430460,Canoas,RS,0.665,0.719,0.818,0.5
408,355660,Vera Cruz,SP,0.665,0.678,0.754,0.574
408,431650,Salvador do Sul,RS,0.665,0.699,0.837,0.503
408,352740,Lucelia,SP,0.665,0.669,0.782,0.563
408,411580,Medianeira,PR,0.665,0.679,0.804,0.538
408,352730,Louveira,SP,0.665,0.712,0.819,0.505
408,330240,Macae,RJ,0.665,0.737,0.751,0.531
408,350120,Alvares Florence,SP,0.665,0.663,0.77,0.576
408,411420,Mandaguari,PR,0.665,0.655,0.799,0.563
408,431213,Mato Castelhano,RS,0.665,0.655,0.776,0.579
408,430560,Colorado,RS,0.665,0.743,0.818,0.484
426,350790,Brotas,SP,0.664,0.715,0.761,0.539
426,421315,Planalto Alegre,SC,0.664,0.676,0.819,0.529
426,355370,Taquaritinga,SP,0.664,0.695,0.785,0.537
426,240810,Natal,RN,0.664,0.712,0.752,0.547
426,353740,Pereira Barreto,SP,0.664,0.669,0.771,0.568
426,421700,Sao Ludgero,SC,0.664,0.713,0.792,0.519
426,431127,Lagoa dos Tres Cantos,RS,0.664,0.686,0.841,0.508
426,432145,Teutonia,RS,0.664,0.697,0.821,0.512
426,352080,Inubia Paulista,SP,0.664,0.629,0.79,0.59
426,351590,Floreal,SP,0.664,0.68,0.791,0.545
426,510792,Sorriso,MT,0.664,0.76,0.805,0.478
426,354400,Rio das Pedras,SP,0.664,0.695,0.786,0.536
426,430520,Cerro Largo,RS,0.664,0.661,0.818,0.542
426,430105,Arroio do Sal,RS,0.664,0.699,0.825,0.507
426,352940,Maua,SP,0.664,0.682,0.775,0.555
426,351380,Diadema,SP,0.664,0.693,0.774,0.547
426,310560,Barbacena,MG,0.664,0.683,0.791,0.542
